clean,clean_label,clean_idx,corrupted,corrupted_label,corrupted_idx
"Q: On the desk, I see a pink textbook and a black bowl. What color is the textbook? A: pink Q: On the desk, I see a grey textbook and a gold bottle. What color is the bottle? A:",gold,5328,"Q: On the desk, I see a pink textbook and a black bowl. What color is the textbook? A: pink Q: On the desk, I see a yellow lighter and a silver necklace. What color is the lighter? A:",yellow,8862
"Q: On the table, there is a grey jug, a green puzzle, a brown pen, and a pink pencil. What color is the pen? A: brown Q: On the floor, there is a red notebook and a purple bowl. What color is the notebook? A:",red,2502,"Q: On the table, there is a grey jug, a green puzzle, a brown pen, and a pink pencil. What color is the pen? A: brown Q: On the floor, there is a green bottle and a yellow mug. What color is the bottle? A:",green,4759
"Q: On the desk, there is a silver necklace, a yellow puzzle, and a green notebook. What color is the necklace? A: silver Q: On the table, there is a grey pencil, a yellow mug, and a gold puzzle. What color is the puzzle? A:",gold,5328,"Q: On the desk, there is a silver necklace, a yellow puzzle, and a green notebook. What color is the necklace? A: silver Q: On the table, there is a red plate, a purple bottle, and a yellow envelope. What color is the envelope? A:",yellow,8862
"Q: On the desk, you see a yellow puzzle, a purple lighter, a silver mug, and a pink cup. What color is the lighter? A: purple Q: On the desk, you see a purple mug, a blue cup, a red plate, and a gold bottle. What color is the mug? A:",purple,19445,"Q: On the desk, you see a yellow puzzle, a purple lighter, a silver mug, and a pink cup. What color is the lighter? A: purple Q: On the desk, you see an orange cup, a blue jug, a silver mug, and a grey bottle. What color is the mug? A:",silver,9711
"Q: On the table, there is a yellow plate, a gold cup, and a black bowl. What color is the bowl? A: black Q: On the table, you see a grey mug, a blue ball, a pink bottle, and a red puzzle. What color is the bottle? A:",pink,14863,"Q: On the table, there is a yellow plate, a gold cup, and a black bowl. What color is the bowl? A: black Q: On the table, you see a gold cup, a grey plate, a blue lighter, and a black bowl. What color is the bowl? A:",black,2806
"Q: On the table, I see a purple necklace and a grey jug. What color is the necklace? A: purple Q: On the floor, I see a brown pencil and a purple envelope. What color is the envelope? A:",purple,19445,"Q: On the table, I see a purple necklace and a grey jug. What color is the necklace? A: purple Q: On the floor, I see a silver bottle and a green lighter. What color is the lighter? A:",green,4759
"Q: On the desk, you see a red pen, a silver plate, an orange cup, and a yellow necklace. What color is the necklace? A: yellow Q: On the floor, you see a brown lighter and a red textbook. What color is the lighter? A:",brown,8516,"Q: On the desk, you see a red pen, a silver plate, an orange cup, and a yellow necklace. What color is the necklace? A: yellow Q: On the floor, you see a pink textbook and a red pencil. What color is the pencil? A:",red,2502
"Q: On the desk, you see a black pencil and a yellow cup. What color is the pencil? A: black Q: On the floor, you see a red puzzle, a pink pen, a brown envelope, and an orange ball. What color is the puzzle? A:",red,2502,"Q: On the desk, you see a black pencil and a yellow cup. What color is the pencil? A: black Q: On the floor, you see a green ball, a brown plate, a pink necklace, and an orange envelope. What color is the plate? A:",brown,8516
"Q: On the table, you see a silver pen and a green cup. What color is the cup? A: green Q: On the table, there is a black pencil and a silver jug. What color is the pencil? A:",black,2806,"Q: On the table, you see a silver pen and a green cup. What color is the cup? A: green Q: On the table, there is a silver textbook and a gold jug. What color is the textbook? A:",silver,9711
"Q: On the desk, there is a purple jug, a green ball, and a grey notebook. What color is the ball? A: green Q: On the desk, I see a pink bottle, an orange envelope, and a purple pencil. What color is the bottle? A:",pink,14863,"Q: On the desk, there is a purple jug, a green ball, and a grey notebook. What color is the ball? A: green Q: On the desk, I see an orange notebook, a purple pencil, and a green envelope. What color is the notebook? A:",orange,13735
"Q: On the desk, I see a grey pen, a brown cup, an orange lighter, and a blue bottle. What color is the bottle? A: blue Q: On the floor, there is a purple pencil and a silver ball. What color is the ball? A:",silver,9711,"Q: On the desk, I see a grey pen, a brown cup, an orange lighter, and a blue bottle. What color is the bottle? A: blue Q: On the floor, there is a purple bottle and a yellow puzzle. What color is the bottle? A:",purple,19445
"Q: On the desk, there is a blue envelope and a red ball. What color is the envelope? A: blue Q: On the table, there is a grey bowl and an orange puzzle. What color is the puzzle? A:",orange,13735,"Q: On the desk, there is a blue envelope and a red ball. What color is the envelope? A: blue Q: On the table, there is a red cup and a green pen. What color is the pen? A:",green,4759
"Q: On the floor, I see an orange puzzle and a blue bottle. What color is the bottle? A: blue Q: On the table, I see an orange cup and a silver bottle. What color is the bottle? A:",silver,9711,"Q: On the floor, I see an orange puzzle and a blue bottle. What color is the bottle? A: blue Q: On the table, I see a silver lighter and a green bowl. What color is the bowl? A:",green,4759
"Q: On the table, there is a pink bottle, a blue textbook, and a yellow bowl. What color is the bottle? A: pink Q: On the desk, there is a red mug and a black bowl. What color is the bowl? A:",black,2806,"Q: On the table, there is a pink bottle, a blue textbook, and a yellow bowl. What color is the bottle? A: pink Q: On the desk, there is a blue necklace and a yellow envelope. What color is the necklace? A:",blue,4797
"Q: On the floor, there is a silver plate and a red mug. What color is the mug? A: red Q: On the desk, you see a yellow ball, an orange mug, and a gold notebook. What color is the mug? A:",orange,13735,"Q: On the floor, there is a silver plate and a red mug. What color is the mug? A: red Q: On the desk, you see a blue cup, a green plate, and a silver notebook. What color is the plate? A:",green,4759
"Q: On the floor, you see a green plate and a purple lighter. What color is the lighter? A: purple Q: On the floor, there is a red plate, a brown pen, and a green bottle. What color is the plate? A:",red,2502,"Q: On the floor, you see a green plate and a purple lighter. What color is the lighter? A: purple Q: On the floor, there is a green bottle, a yellow ball, and a blue notebook. What color is the bottle? A:",green,4759
"Q: On the table, you see a blue jug and a red notebook. What color is the jug? A: blue Q: On the desk, I see a gold notebook, a grey pen, a green jug, and an orange puzzle. What color is the notebook? A:",gold,5328,"Q: On the table, you see a blue jug and a red notebook. What color is the jug? A: blue Q: On the desk, I see a gold lighter, a green necklace, a yellow ball, and a brown pen. What color is the necklace? A:",green,4759
"Q: On the desk, I see a brown pencil, a blue notebook, and a gold ball. What color is the pencil? A: brown Q: On the floor, I see a red puzzle and a brown jug. What color is the puzzle? A:",red,2502,"Q: On the desk, I see a brown pencil, a blue notebook, and a gold ball. What color is the pencil? A: brown Q: On the floor, I see a black pen and a purple mug. What color is the pen? A:",black,2806
"Q: On the table, you see a red puzzle, a brown pen, a grey mug, and an orange bowl. What color is the mug? A: grey Q: On the floor, I see a yellow bottle and a grey pen. What color is the bottle? A:",yellow,8862,"Q: On the table, you see a red puzzle, a brown pen, a grey mug, and an orange bowl. What color is the mug? A: grey Q: On the floor, I see a green necklace and a silver notebook. What color is the necklace? A:",green,4759
"Q: On the desk, there is a yellow plate and a black textbook. What color is the plate? A: yellow Q: On the table, there is a red puzzle and a black jug. What color is the puzzle? A:",red,2502,"Q: On the desk, there is a yellow plate and a black textbook. What color is the plate? A: yellow Q: On the table, there is a yellow pencil and a green mug. What color is the mug? A:",green,4759
"Q: On the desk, I see a gold envelope, a silver pencil, and a black mug. What color is the envelope? A: gold Q: On the table, I see a pink necklace and a red textbook. What color is the textbook? A:",red,2502,"Q: On the desk, I see a gold envelope, a silver pencil, and a black mug. What color is the envelope? A: gold Q: On the table, I see a black cup and a grey lighter. What color is the lighter? A:",grey,14370
"Q: On the floor, there is a brown jug, a blue ball, a gold envelope, and an orange puzzle. What color is the envelope? A: gold Q: On the floor, you see a red notebook, a silver lighter, a gold pencil, and a purple ball. What color is the notebook? A:",red,2502,"Q: On the floor, there is a brown jug, a blue ball, a gold envelope, and an orange puzzle. What color is the envelope? A: gold Q: On the floor, you see a grey jug, a purple bowl, a black envelope, and a green pen. What color is the pen? A:",green,4759
"Q: On the table, I see a purple notebook and a black envelope. What color is the envelope? A: black Q: On the floor, there is a gold pen, a silver necklace, an orange notebook, and a brown ball. What color is the ball? A:",brown,8516,"Q: On the table, I see a purple notebook and a black envelope. What color is the envelope? A: black Q: On the floor, there is a black bowl, a green bottle, a red cup, and a grey mug. What color is the cup? A:",red,2502
