Unnamed: 0,operation,clean,answer,corrupted,corrupted_answer,answer_idx,corrupted_idx
22634,+,81+154=,235,92+136=,228,12422,14261
22635,+,81+155=,236,208+256=,464,14087,21033
22636,+,81+156=,237,244+88=,332,14590,17079
22637,+,81+157=,238,102+138=,240,13895,8273
22638,+,81+158=,239,269+263=,532,14815,20711
22639,+,81+159=,240,161+224=,385,8273,18695
22640,+,81+160=,241,190+4=,194,13341,6393
22641,+,81+161=,242,75+259=,334,12754,17153
22642,+,81+162=,243,130+286=,416,14052,17763
22643,+,81+163=,244,290+236=,526,13719,22593
22644,+,81+164=,245,161+40=,201,13078,679
22645,+,81+165=,246,89+54=,143,14205,10290
22646,+,81+166=,247,217+289=,506,14125,19673
22647,+,81+167=,248,39+146=,185,14185,9741
22648,+,81+168=,249,134+93=,227,14735,14206
22649,+,81+169=,250,89+162=,251,5154,13860
22650,+,81+170=,251,13+187=,200,13860,1049
22651,+,81+171=,252,109+134=,243,12326,14052
22652,+,81+172=,253,292+32=,324,14022,16723
22653,+,81+173=,254,129+148=,277,12375,16367
22654,+,81+174=,255,239+43=,282,3192,16544
22655,+,81+175=,256,229+126=,355,4146,17306
22656,+,81+176=,257,16+0=,16,15574,845
22657,+,81+177=,258,281+218=,499,15966,18162
22658,+,81+178=,259,141+290=,431,15537,19852
22659,+,81+179=,260,16+259=,275,11387,14417
22660,+,81+180=,261,289+169=,458,15602,21209
22661,+,81+181=,262,58+191=,249,14274,14735
22662,+,81+182=,263,278+139=,417,15666,19561
22663,+,81+183=,264,6+222=,228,12815,14261
22664,+,81+184=,265,22+107=,129,14374,9748
22665,+,81+185=,266,153+69=,222,15999,9716
22666,+,81+186=,267,119+25=,144,16567,8929
22667,+,81+187=,268,243+96=,339,16332,17887
22668,+,81+188=,269,245+50=,295,16955,16780
22669,+,81+189=,270,260+294=,554,10914,22303
22670,+,81+190=,271,201+202=,403,15828,13074
22671,+,81+191=,272,8+1=,9,15741,24
22672,+,81+192=,273,193+213=,406,15451,17264
22673,+,81+193=,274,268+221=,489,16590,22418
22674,+,81+194=,275,206+159=,365,14417,12676
22675,+,81+195=,276,285+229=,514,16660,20998
22676,+,81+196=,277,67+114=,181,16367,10562
22677,+,81+197=,278,8+92=,100,16949,1041
22678,+,81+198=,279,184+4=,188,17267,9367
22679,+,81+199=,280,146+152=,298,11209,17690
22680,+,81+200=,281,274+101=,375,15282,12935
22681,+,81+201=,282,261+81=,342,16544,17590
22682,+,81+202=,283,52+69=,121,16085,7994
22683,+,81+203=,284,289+33=,322,17058,15805
22684,+,81+204=,285,73+46=,119,15935,9079
22685,+,81+205=,286,146+71=,217,17361,13460
22686,+,81+206=,287,163+280=,443,17897,17147
22687,+,81+207=,288,293+167=,460,15287,16551
22688,+,81+208=,289,244+44=,288,17212,15287
22689,+,81+209=,290,238+103=,341,13754,16546
22690,+,81+210=,291,133+64=,197,17335,4468
22691,+,81+211=,292,138+93=,231,16443,12245
22692,+,81+212=,293,292+280=,572,17313,22468
22693,+,81+213=,294,90+32=,122,17168,8259
22694,+,81+214=,295,44+155=,199,16780,2550
22695,+,81+215=,296,264+205=,469,17408,21330
22696,+,81+216=,297,58+181=,239,18163,14815
22697,+,81+217=,298,257+205=,462,17690,20911
22698,+,81+218=,299,27+72=,99,15531,1484
22699,+,81+219=,300,260+84=,344,3101,17451
22700,+,81+220=,301,115+149=,264,12405,12815
22701,+,81+221=,302,98+12=,110,13121,5120
22702,+,81+222=,303,248+209=,457,13236,21675
22703,+,81+223=,304,142+287=,429,12166,16371
22704,+,81+224=,305,280+134=,414,13364,17448
22705,+,81+225=,306,185+230=,415,12879,18136
22706,+,81+226=,307,61+147=,208,14777,12171
22707,+,81+227=,308,62+252=,314,14498,16104
22708,+,81+228=,309,52+62=,114,15500,8011
22709,+,81+229=,310,127+215=,342,12226,17590
22710,+,81+230=,311,286+131=,417,15134,19561
22711,+,81+231=,312,270+89=,359,13384,19192
22712,+,81+232=,313,55+120=,175,15231,10005
22713,+,81+233=,314,213+201=,414,16104,17448
22714,+,81+234=,315,77+47=,124,15189,8874
22715,+,81+235=,316,156+250=,406,15340,17264
22716,+,81+236=,317,256+6=,262,16718,14274
22717,+,81+237=,318,99+184=,283,17592,16085
22718,+,81+238=,319,299+254=,553,16874,22663
22719,+,81+239=,320,59+280=,339,9588,17887
22720,+,81+240=,321,182+272=,454,14423,20555
22721,+,81+241=,322,131+170=,301,15805,12405
22722,+,81+242=,323,296+123=,419,15726,19391
22723,+,81+243=,324,280+265=,545,16723,20749
22724,+,81+244=,325,223+44=,267,15257,16567
22725,+,81+245=,326,278+145=,423,17470,19711
22726,+,81+246=,327,195+96=,291,13817,17335
22727,+,81+247=,328,111+239=,350,16884,8652
22728,+,81+248=,329,60+76=,136,18196,9795
22729,+,81+249=,330,116+63=,179,10568,11128
22730,+,81+250=,331,86+93=,179,16707,11128
22731,+,81+251=,332,8+54=,62,17079,5538
22732,+,81+252=,333,60+37=,97,8765,3534
22733,+,81+253=,334,51+265=,316,17153,15340
22734,+,81+254=,335,225+80=,305,16596,13364
22735,+,81+255=,336,270+35=,305,17014,13364
22736,+,81+256=,337,173+147=,320,17609,9588
22737,+,81+257=,338,111+81=,192,18633,5926
22738,+,81+258=,339,75+135=,210,17887,8848
22739,+,81+259=,340,233+216=,449,13679,21125
22740,+,81+260=,341,256+58=,314,16546,16104
22741,+,81+261=,342,177+49=,226,17590,14057
22742,+,81+262=,343,276+181=,457,16522,21675
22743,+,81+263=,344,170+140=,310,17451,12226
22744,+,81+264=,345,35+96=,131,12901,9263
22745,+,81+265=,346,46+160=,206,18061,11056
22746,+,81+266=,347,70+24=,94,17678,6281
22747,+,81+267=,348,75+224=,299,19746,15531
22748,+,81+268=,349,58+148=,206,18634,11056
22749,+,81+269=,350,94+13=,107,8652,7699
22750,+,81+270=,351,134+243=,377,18113,10898
22751,+,81+271=,352,127+147=,274,16482,16590
22752,+,81+273=,354,268+219=,487,18384,22184
22753,+,81+274=,355,107+158=,265,17306,14374
22754,+,81+275=,356,56+115=,171,18349,11123
22755,+,81+276=,357,279+31=,310,18520,12226
22756,+,81+277=,358,188+135=,323,17112,15726
22757,+,81+278=,359,282+161=,443,19192,17147
22758,+,81+279=,360,197+134=,331,6843,16707
22759,+,81+280=,361,150+80=,230,18277,9870
22760,+,81+281=,362,289+79=,368,18509,19057
22761,+,81+283=,364,63+82=,145,15951,9591
22762,+,81+284=,365,65+15=,80,12676,1490
22763,+,81+285=,366,76+273=,349,18044,18634
22764,+,81+286=,367,284+85=,369,18775,19929
22765,+,81+287=,368,9+19=,28,19057,1591
22766,+,81+288=,369,233+174=,407,19929,18501
22767,+,81+289=,370,291+222=,513,14648,21164
22768,+,81+290=,371,290+247=,537,18650,19038
22769,+,81+291=,372,201+251=,452,17662,21098
22770,+,81+292=,373,63+53=,116,18017,8027
22771,+,81+293=,374,241+237=,478,18265,22086
22772,+,81+294=,375,36+29=,65,12935,2397
22773,+,81+295=,376,263+47=,310,18322,12226
22774,+,81+296=,377,47+83=,130,10898,5894
22775,+,81+297=,378,125+163=,288,19166,15287
22776,+,81+298=,379,164+46=,210,19867,8848
22777,+,81+299=,380,254+229=,483,13897,21884
22778,+,82+0=,82,295+8=,303,6086,13236
22779,+,82+1=,83,299+4=,303,6069,13236
22780,+,82+2=,84,68+28=,96,5833,4161
22781,+,82+3=,85,110+83=,193,5313,7285
22782,+,82+4=,86,223+36=,259,4218,15537
22783,+,82+5=,87,77+1=,78,4044,2495
22784,+,82+6=,88,233+106=,339,2421,17887
22785,+,82+7=,89,154+185=,339,4578,17887
22786,+,82+8=,90,72+127=,199,1954,2550
22787,+,82+9=,91,66+256=,322,5925,15805
22788,+,82+10=,92,59+265=,324,6083,16723
22789,+,82+11=,93,150+197=,347,6365,17678
22790,+,82+12=,94,176+17=,193,6281,7285
22791,+,82+13=,95,89+289=,378,2721,19166
22792,+,82+14=,96,282+87=,369,4161,19929
22793,+,82+15=,97,248+219=,467,3534,20419
22794,+,82+16=,98,166+292=,458,3264,21209
22795,+,82+17=,99,22+48=,70,1484,2031
22796,+,82+18=,100,33+154=,187,1041,9674
22797,+,82+19=,101,41+185=,226,4645,14057
22798,+,82+20=,102,140+113=,253,4278,14022
22799,+,82+21=,103,95+164=,259,6889,15537
22800,+,82+22=,104,221+35=,256,6849,4146
22801,+,82+23=,105,81+148=,229,6550,14378
22802,+,82+24=,106,17+142=,159,7461,11068
22803,+,82+25=,107,167+201=,368,7699,19057
22804,+,82+26=,108,142+296=,438,6640,20596
22805,+,82+27=,109,36+209=,245,7743,13078
22806,+,82+28=,110,14+226=,240,5120,8273
22807,+,82+29=,111,95+214=,309,5037,15500
22808,+,82+30=,112,143+42=,185,7261,9741
22809,+,82+31=,113,18+186=,204,8190,7854
22810,+,82+32=,114,135+9=,144,8011,8929
22811,+,82+33=,115,253+130=,383,7322,19230
22812,+,82+34=,116,97+263=,360,8027,6843
22813,+,82+35=,117,207+265=,472,8546,21757
22814,+,82+36=,118,53+88=,141,8899,9335
22815,+,82+37=,119,86+64=,150,9079,3965
22816,+,82+38=,120,244+121=,365,4364,12676
22817,+,82+39=,121,114+73=,187,7994,9674
22818,+,82+40=,122,21+179=,200,8259,1049
22819,+,82+41=,123,159+172=,331,4513,16707
22820,+,82+42=,124,214+253=,467,8874,20419
22821,+,82+43=,125,185+79=,264,6549,12815
22822,+,82+44=,126,86+278=,364,9390,15951
22823,+,82+45=,127,206+201=,407,6804,18501
22824,+,82+46=,128,23+147=,170,4386,8258
22825,+,82+47=,129,286+214=,500,9748,2636
22826,+,82+48=,130,152+21=,173,5894,11908
22827,+,82+49=,131,275+67=,342,9263,17590
22828,+,82+50=,132,147+156=,303,9413,13236
22829,+,82+51=,133,174+26=,200,9423,1049
22830,+,82+52=,134,283+272=,555,9565,14148
22831,+,82+53=,135,298+145=,443,8878,17147
22832,+,82+54=,136,151+178=,329,9795,18196
22833,+,82+55=,137,105+66=,171,10148,11123
22834,+,82+56=,138,283+159=,442,10350,20502
22835,+,82+57=,139,5+235=,240,10125,8273
22836,+,82+58=,140,76+120=,196,6860,5162
22837,+,82+59=,141,271+111=,382,9335,18781
22838,+,82+60=,142,44+110=,154,10239,10559
22839,+,82+61=,143,65+281=,346,10290,18061
22840,+,82+62=,144,162+148=,310,8929,12226
22841,+,82+63=,145,286+105=,391,9591,19631
22842,+,82+64=,146,264+172=,436,10465,21299
22843,+,82+65=,147,17+275=,292,10288,16443
22844,+,82+66=,148,13+277=,290,10410,13754
22845,+,82+67=,149,114+101=,215,10161,12112
22846,+,82+68=,150,194+267=,461,3965,19608
22847,+,82+69=,151,235+209=,444,9690,14870
22848,+,82+70=,152,204+100=,304,9756,12166
22849,+,82+71=,153,78+69=,147,9800,10288
22850,+,82+72=,154,13+124=,137,10559,10148
22851,+,82+73=,155,43+259=,302,9992,13121
22852,+,82+74=,156,63+293=,356,10132,18349
22853,+,82+75=,157,233+100=,333,10895,8765
22854,+,82+76=,158,107+276=,383,11286,19230
22855,+,82+77=,159,287+203=,490,11068,18518
22856,+,82+78=,160,152+16=,168,6330,8953
22857,+,82+79=,161,60+166=,226,10718,14057
22858,+,82+80=,162,163+34=,197,10674,4468
22859,+,82+81=,163,208+221=,429,9892,16371
22860,+,82+82=,164,84+61=,145,10513,9591
22861,+,82+83=,165,278+156=,434,10680,20165
22862,+,82+84=,166,150+61=,211,11247,11483
22863,+,82+85=,167,7+255=,262,11515,14274
22864,+,82+86=,168,106+77=,183,8953,10750
22865,+,82+87=,169,210+185=,395,11739,19498
22866,+,82+88=,170,101+275=,376,8258,18322
22867,+,82+89=,171,279+44=,323,11123,15726
22868,+,82+90=,172,118+251=,369,10861,19929
22869,+,82+91=,173,155+181=,336,11908,17014
22870,+,82+92=,174,144+234=,378,11771,19166
22871,+,82+93=,175,207+197=,404,10005,7507
22872,+,82+94=,176,25+273=,298,10967,17690
22873,+,82+95=,177,198+292=,490,11242,18518
22874,+,82+96=,178,81+172=,253,11256,14022
22875,+,82+97=,179,49+106=,155,11128,9992
22876,+,82+98=,180,188+117=,305,5245,13364
22877,+,82+99=,181,181+85=,266,10562,15999
22878,+,82+100=,182,213+94=,307,10828,14777
22879,+,82+101=,183,232+65=,297,10750,18163
22880,+,82+102=,184,268+263=,531,10336,20823
22881,+,82+103=,185,144+40=,184,9741,10336
22882,+,82+104=,186,203+9=,212,9714,11227
22883,+,82+105=,187,154+98=,252,9674,12326
22884,+,82+106=,188,23+53=,76,9367,4767
22885,+,82+107=,189,37+254=,291,9378,17335
22886,+,82+108=,190,206+149=,355,7028,17306
22887,+,82+109=,191,92+167=,259,7529,15537
22888,+,82+110=,192,185+164=,349,5926,18634
22889,+,82+111=,193,57+48=,105,7285,6550
22890,+,82+112=,194,68+204=,272,6393,15741
22891,+,82+113=,195,25+166=,191,6280,7529
22892,+,82+114=,196,202+267=,469,5162,21330
22893,+,82+115=,197,27+157=,184,4468,10336
22894,+,82+116=,198,120+109=,229,3753,14378
22895,+,82+117=,199,199+73=,272,2550,15741
22896,+,82+118=,200,53+32=,85,1049,5313
22897,+,82+119=,201,201+214=,415,679,18136
22898,+,82+120=,202,65+177=,242,2366,12754
22899,+,82+121=,203,115+38=,153,9639,9800
22900,+,82+122=,204,202+155=,357,7854,18520
22901,+,82+123=,205,39+71=,110,10866,5120
22902,+,82+124=,206,85+10=,95,11056,2721
22903,+,82+125=,207,135+127=,262,12060,14274
22904,+,82+126=,208,119+113=,232,12171,12338
22905,+,82+127=,209,157+199=,356,12652,18349
22906,+,82+128=,210,131+108=,239,8848,14815
22907,+,82+129=,211,146+277=,423,11483,19711
22908,+,82+130=,212,261+119=,380,11227,13897
22909,+,82+131=,213,286+142=,428,11702,19140
22910,+,82+132=,214,267+252=,519,11584,21851
22911,+,82+133=,215,21+138=,159,12112,11068
22912,+,82+134=,216,186+191=,377,12463,10898
22913,+,82+135=,217,224+158=,382,13460,18781
22914,+,82+136=,218,122+155=,277,13302,16367
22915,+,82+137=,219,280+184=,464,13762,21033
22916,+,82+138=,220,271+188=,459,8610,22094
22917,+,82+139=,221,4+165=,169,12425,11739
22918,+,82+140=,222,194+66=,260,9716,11387
22919,+,82+141=,223,278+8=,286,12533,17361
22920,+,82+142=,224,179+234=,413,10697,19288
22921,+,82+143=,225,278+5=,283,11057,16085
22922,+,82+144=,226,188+168=,356,14057,18349
22923,+,82+145=,227,250+61=,311,14206,15134
22924,+,82+146=,228,256+125=,381,14261,19162
22925,+,82+147=,229,287+162=,449,14378,21125
22926,+,82+148=,230,271+278=,549,9870,22782
22927,+,82+149=,231,139+221=,360,12245,6843
22928,+,82+150=,232,95+258=,353,12338,17228
22929,+,82+151=,233,107+248=,355,12994,17306
22930,+,82+152=,234,244+2=,246,11727,14205
22931,+,82+153=,235,107+193=,300,12422,3101
22932,+,82+154=,236,114+17=,131,14087,9263
22933,+,82+155=,237,261+25=,286,14590,17361
22934,+,82+156=,238,274+35=,309,13895,15500
22935,+,82+157=,239,268+132=,400,14815,3443
22936,+,82+158=,240,100+143=,243,8273,14052
22937,+,82+159=,241,170+268=,438,13341,20596
22938,+,82+160=,242,75+147=,222,12754,9716
22939,+,82+161=,243,10+255=,265,14052,14374
22940,+,82+162=,244,265+236=,501,13719,14408
22941,+,82+163=,245,40+270=,310,13078,12226
22942,+,82+164=,246,289+218=,507,14205,20068
22943,+,82+165=,247,76+129=,205,14125,10866
22944,+,82+166=,248,177+77=,254,14185,12375
22945,+,82+167=,249,18+121=,139,14735,10125
22946,+,82+168=,250,191+164=,355,5154,17306
22947,+,82+169=,251,51+86=,137,13860,10148
22948,+,82+170=,252,173+24=,197,12326,4468
22949,+,82+171=,253,289+73=,362,14022,18509
22950,+,82+172=,254,48+74=,122,12375,8259
22951,+,82+173=,255,21+94=,115,3192,7322
22952,+,82+174=,256,271+247=,518,4146,21312
22953,+,82+175=,257,285+111=,396,15574,19615
22954,+,82+176=,258,193+60=,253,15966,14022
22955,+,82+177=,259,209+176=,385,15537,18695
22956,+,82+178=,260,206+273=,479,11387,21848
22957,+,82+179=,261,59+90=,149,15602,10161
22958,+,82+180=,262,109+225=,334,14274,17153
22959,+,82+181=,263,261+36=,297,15666,18163
22960,+,82+182=,264,158+138=,296,12815,17408
22961,+,82+183=,265,54+30=,84,14374,5833
22962,+,82+184=,266,22+47=,69,15999,3076
22963,+,82+185=,267,66+61=,127,16567,6804
22964,+,82+186=,268,106+31=,137,16332,10148
22965,+,82+187=,269,225+293=,518,16955,21312
22966,+,82+188=,270,57+80=,137,10914,10148
22967,+,82+189=,271,63+120=,183,15828,10750
22968,+,82+190=,272,176+179=,355,15741,17306
22969,+,82+191=,273,134+159=,293,15451,17313
22970,+,82+192=,274,289+59=,348,16590,19746
22971,+,82+193=,275,228+242=,470,14417,17711
22972,+,82+194=,276,121+170=,291,16660,17335
22973,+,82+195=,277,4+82=,86,16367,4218
22974,+,82+196=,278,297+232=,529,16949,21618
22975,+,82+197=,279,196+154=,350,17267,8652
22976,+,82+198=,280,217+224=,441,11209,18495
22977,+,82+199=,281,254+10=,264,15282,12815
22978,+,82+200=,282,125+162=,287,16544,17897
22979,+,82+201=,283,287+251=,538,16085,22600
22980,+,82+202=,284,167+221=,388,17058,19081
22981,+,82+203=,285,114+149=,263,15935,15666
22982,+,82+204=,286,202+82=,284,17361,17058
22983,+,82+205=,287,81+154=,235,17897,12422
22984,+,82+206=,288,58+233=,291,15287,17335
22985,+,82+207=,289,299+283=,582,17212,23670
22986,+,82+208=,290,203+232=,435,13754,19305
22987,+,82+209=,291,268+16=,284,17335,17058
22988,+,82+210=,292,19+225=,244,16443,13719
22989,+,82+211=,293,251+299=,550,17313,13506
22990,+,82+212=,294,156+143=,299,17168,15531
22991,+,82+213=,295,246+5=,251,16780,13860
22992,+,82+214=,296,19+180=,199,17408,2550
22993,+,82+215=,297,203+84=,287,18163,17897
22994,+,82+216=,298,50+62=,112,17690,7261
22995,+,82+217=,299,42+76=,118,15531,8899
22996,+,82+218=,300,158+297=,455,3101,20325
22997,+,82+219=,301,16+291=,307,12405,14777
22998,+,82+220=,302,73+122=,195,13121,6280
22999,+,82+221=,303,21+164=,185,13236,9741
23000,+,82+222=,304,0+214=,214,12166,11584
23001,+,82+223=,305,166+134=,300,13364,3101
23002,+,82+224=,306,152+203=,355,12879,17306
23003,+,82+225=,307,190+54=,244,14777,13719
23004,+,82+226=,308,7+132=,139,14498,10125
23005,+,82+227=,309,153+258=,411,15500,17337
23006,+,82+228=,310,122+178=,300,12226,3101
23007,+,82+229=,311,7+215=,222,15134,9716
23008,+,82+230=,312,44+136=,180,13384,5245
23009,+,82+231=,313,164+265=,429,15231,16371
23010,+,82+232=,314,248+250=,498,16104,21962
23011,+,82+233=,315,268+258=,526,15189,22593
23012,+,82+234=,316,24+55=,79,15340,4643
23013,+,82+235=,317,80+190=,270,16718,10914
23014,+,82+236=,318,92+292=,384,17592,12910
23015,+,82+237=,319,138+128=,266,16874,15999
23016,+,82+238=,320,232+203=,435,9588,19305
23017,+,82+239=,321,89+131=,220,14423,8610
23018,+,82+240=,322,33+231=,264,15805,12815
23019,+,82+242=,324,283+186=,469,16723,21330
23020,+,82+243=,325,185+114=,299,15257,15531
23021,+,82+244=,326,9+112=,121,17470,7994
23022,+,82+245=,327,52+12=,64,13817,1227
23023,+,82+246=,328,169+255=,424,16884,18517
23024,+,82+247=,329,148+175=,323,18196,15726
23025,+,82+248=,330,114+141=,255,10568,3192
23026,+,82+249=,331,244+194=,438,16707,20596
23027,+,82+250=,332,254+234=,488,17079,21310
23028,+,82+251=,333,271+255=,526,8765,22593
23029,+,82+252=,334,41+12=,53,17153,4331
23030,+,82+253=,335,186+260=,446,16596,20385
23031,+,82+254=,336,138+26=,164,17014,10513
23032,+,82+255=,337,239+204=,443,17609,17147
23033,+,82+256=,338,49+87=,136,18633,9795
23034,+,82+257=,339,47+140=,187,17887,9674
23035,+,82+258=,340,59+6=,65,13679,2397
23036,+,82+259=,341,294+75=,369,16546,19929
23037,+,82+260=,342,227+225=,452,17590,21098
23038,+,82+261=,343,116+230=,346,16522,18061
23039,+,82+262=,344,236+99=,335,17451,16596
23040,+,82+263=,345,59+257=,316,12901,15340
23041,+,82+264=,346,108+8=,116,18061,8027
23042,+,82+265=,347,14+16=,30,17678,966
23043,+,82+266=,348,154+198=,352,19746,16482
23044,+,82+267=,349,33+175=,208,18634,12171
23045,+,82+268=,350,220+174=,394,8652,20077
23046,+,82+269=,351,125+141=,266,18113,15999
23047,+,82+270=,352,19+228=,247,16482,14125
23048,+,82+271=,353,169+145=,314,17228,16104
23049,+,82+272=,354,25+176=,201,18384,679
23050,+,82+273=,355,134+141=,275,17306,14417
23051,+,82+274=,356,265+164=,429,18349,16371
23052,+,82+275=,357,111+171=,282,18520,16544
23053,+,82+276=,358,169+151=,320,17112,9588
23054,+,82+277=,359,67+231=,298,19192,17690
23055,+,82+278=,360,14+91=,105,6843,6550
23056,+,82+279=,361,58+250=,308,18277,14498
23057,+,82+280=,362,222+228=,450,18509,10617
23058,+,82+281=,363,67+126=,193,18199,7285
23059,+,82+282=,364,126+154=,280,15951,11209
23060,+,82+283=,365,53+179=,232,12676,12338
23061,+,82+284=,366,290+291=,581,18044,23864
23062,+,82+285=,367,70+185=,255,18775,3192
23063,+,82+286=,368,168+200=,368,19057,19057
23064,+,82+287=,369,110+21=,131,19929,9263
23065,+,82+288=,370,285+273=,558,14648,22895
23066,+,82+289=,371,161+13=,174,18650,11771
23067,+,82+291=,373,261+18=,279,18017,17267
23068,+,82+292=,374,224+149=,373,18265,18017
23069,+,82+293=,375,263+11=,274,12935,16590
23070,+,82+295=,377,57+202=,259,10898,15537
23071,+,82+296=,378,98+202=,300,19166,3101
23072,+,82+297=,379,29+165=,194,19867,6393
23073,+,82+298=,380,108+64=,172,13897,10861
23074,+,82+299=,381,213+139=,352,19162,16482
23075,+,83+0=,83,293+85=,378,6069,19166
23076,+,83+1=,84,71+2=,73,5833,5958
23077,+,83+2=,85,143+93=,236,5313,14087
23078,+,83+3=,86,128+143=,271,4218,15828
23079,+,83+4=,87,205+104=,309,4044,15500
23080,+,83+5=,88,28+219=,247,2421,14125
23081,+,83+6=,89,35+233=,268,4578,16332
23082,+,83+7=,90,255+287=,542,1954,21791
23083,+,83+8=,91,10+83=,93,5925,6365
23084,+,83+9=,92,149+269=,418,6083,19770
23085,+,83+10=,93,153+24=,177,6365,11242
23086,+,83+11=,94,114+293=,407,6281,18501
23087,+,83+12=,95,250+275=,525,2721,18415
23088,+,83+13=,96,171+117=,288,4161,15287
23089,+,83+14=,97,224+128=,352,3534,16482
23090,+,83+15=,98,105+26=,131,3264,9263
23091,+,83+16=,99,180+174=,354,1484,18384
23092,+,83+17=,100,166+8=,174,1041,11771
23093,+,83+18=,101,92+119=,211,4645,11483
23094,+,83+19=,102,164+94=,258,4278,15966
23095,+,83+20=,103,213+279=,492,6889,21776
23096,+,83+21=,104,124+78=,202,6849,2366
23097,+,83+22=,105,32+270=,302,6550,13121
23098,+,83+23=,106,140+5=,145,7461,9591
23099,+,83+24=,107,49+67=,116,7699,8027
23100,+,83+25=,108,76+37=,113,6640,8190
23101,+,83+26=,109,279+152=,431,7743,19852
23102,+,83+27=,110,143+257=,400,5120,3443
23103,+,83+28=,111,58+21=,79,5037,4643
23104,+,83+29=,112,153+88=,241,7261,13341
23105,+,83+30=,113,31+86=,117,8190,8546
23106,+,83+31=,114,209+214=,423,8011,19711
23107,+,83+32=,115,54+172=,226,7322,14057
23108,+,83+33=,116,33+228=,261,8027,15602
23109,+,83+34=,117,230+122=,352,8546,16482
23110,+,83+35=,118,148+237=,385,8899,18695
23111,+,83+36=,119,231+35=,266,9079,15999
23112,+,83+37=,120,50+167=,217,4364,13460
23113,+,83+38=,121,232+48=,280,7994,11209
23114,+,83+39=,122,75+161=,236,8259,14087
23115,+,83+40=,123,262+62=,324,4513,16723
23116,+,83+41=,124,207+24=,231,8874,12245
23117,+,83+42=,125,250+37=,287,6549,17897
23118,+,83+43=,126,150+185=,335,9390,16596
