clean,corrupted,correct_idx
The operation lasted from the year 1411 to the year 14,The operation lasted from the year 1401 to the year 14,11
The competition lasted from the year 1424 to the year 14,The competition lasted from the year 1401 to the year 14,24
The competition lasted from the year 1456 to the year 14,The competition lasted from the year 1401 to the year 14,56
The relationship lasted from the year 1727 to the year 17,The relationship lasted from the year 1701 to the year 17,27
The attack lasted from the year 1123 to the year 11,The attack lasted from the year 1101 to the year 11,23
The practice lasted from the year 1107 to the year 11,The practice lasted from the year 1101 to the year 11,7
The rule lasted from the year 1223 to the year 12,The rule lasted from the year 1201 to the year 12,23
The testing lasted from the year 1229 to the year 12,The testing lasted from the year 1201 to the year 12,29
The existence lasted from the year 1621 to the year 16,The existence lasted from the year 1601 to the year 16,21
The effect lasted from the year 1157 to the year 11,The effect lasted from the year 1101 to the year 11,57
The outcome lasted from the year 1432 to the year 14,The outcome lasted from the year 1401 to the year 14,32
The development lasted from the year 1694 to the year 16,The development lasted from the year 1601 to the year 16,94
The therapy lasted from the year 1664 to the year 16,The therapy lasted from the year 1601 to the year 16,64
The campaign lasted from the year 1660 to the year 16,The campaign lasted from the year 1601 to the year 16,60
The practice lasted from the year 1311 to the year 13,The practice lasted from the year 1301 to the year 13,11
The coma lasted from the year 1543 to the year 15,The coma lasted from the year 1501 to the year 15,43
The plan lasted from the year 1143 to the year 11,The plan lasted from the year 1101 to the year 11,43
The attack lasted from the year 1453 to the year 14,The attack lasted from the year 1401 to the year 14,53
The quest lasted from the year 1666 to the year 16,The quest lasted from the year 1601 to the year 16,66
The quest lasted from the year 1391 to the year 13,The quest lasted from the year 1301 to the year 13,91
The deal lasted from the year 1623 to the year 16,The deal lasted from the year 1601 to the year 16,23
The contract lasted from the year 1625 to the year 16,The contract lasted from the year 1601 to the year 16,25
The therapy lasted from the year 1518 to the year 15,The therapy lasted from the year 1501 to the year 15,18
The tests lasted from the year 1698 to the year 16,The tests lasted from the year 1601 to the year 16,98
The operation lasted from the year 1477 to the year 14,The operation lasted from the year 1401 to the year 14,77
The tests lasted from the year 1652 to the year 16,The tests lasted from the year 1601 to the year 16,52
The plan lasted from the year 1466 to the year 14,The plan lasted from the year 1401 to the year 14,66
The employment lasted from the year 1610 to the year 16,The employment lasted from the year 1601 to the year 16,10
The deal lasted from the year 1613 to the year 16,The deal lasted from the year 1601 to the year 16,13
The testing lasted from the year 1379 to the year 13,The testing lasted from the year 1301 to the year 13,79
The outcome lasted from the year 1303 to the year 13,The outcome lasted from the year 1301 to the year 13,3
The development lasted from the year 1625 to the year 16,The development lasted from the year 1601 to the year 16,25
The tests lasted from the year 1103 to the year 11,The tests lasted from the year 1101 to the year 11,3
The fall lasted from the year 1138 to the year 11,The fall lasted from the year 1101 to the year 11,38
The fall lasted from the year 1660 to the year 16,The fall lasted from the year 1601 to the year 16,60
The test lasted from the year 1334 to the year 13,The test lasted from the year 1301 to the year 13,34
The rise lasted from the year 1637 to the year 16,The rise lasted from the year 1601 to the year 16,37
The trip lasted from the year 1509 to the year 15,The trip lasted from the year 1501 to the year 15,9
The program lasted from the year 1272 to the year 12,The program lasted from the year 1201 to the year 12,72
The work lasted from the year 1781 to the year 17,The work lasted from the year 1701 to the year 17,81
The project lasted from the year 1296 to the year 12,The project lasted from the year 1201 to the year 12,96
The program lasted from the year 1158 to the year 11,The program lasted from the year 1101 to the year 11,58
The process lasted from the year 1208 to the year 12,The process lasted from the year 1201 to the year 12,8
The practice lasted from the year 1109 to the year 11,The practice lasted from the year 1101 to the year 11,9
The effect lasted from the year 1621 to the year 16,The effect lasted from the year 1601 to the year 16,21
The fall lasted from the year 1559 to the year 15,The fall lasted from the year 1501 to the year 15,59
The assessment lasted from the year 1320 to the year 13,The assessment lasted from the year 1301 to the year 13,20
The assessment lasted from the year 1291 to the year 12,The assessment lasted from the year 1201 to the year 12,91
The tour lasted from the year 1725 to the year 17,The tour lasted from the year 1701 to the year 17,25
The attack lasted from the year 1498 to the year 14,The attack lasted from the year 1401 to the year 14,98
The operation lasted from the year 1596 to the year 15,The operation lasted from the year 1501 to the year 15,96
The plan lasted from the year 1191 to the year 11,The plan lasted from the year 1101 to the year 11,91
The relationship lasted from the year 1510 to the year 15,The relationship lasted from the year 1501 to the year 15,10
The campaign lasted from the year 1378 to the year 13,The campaign lasted from the year 1301 to the year 13,78
The assessment lasted from the year 1144 to the year 11,The assessment lasted from the year 1101 to the year 11,44
The existence lasted from the year 1452 to the year 14,The existence lasted from the year 1401 to the year 14,52
The program lasted from the year 1426 to the year 14,The program lasted from the year 1401 to the year 14,26
The contract lasted from the year 1610 to the year 16,The contract lasted from the year 1601 to the year 16,10
The rise lasted from the year 1775 to the year 17,The rise lasted from the year 1701 to the year 17,75
The increase lasted from the year 1478 to the year 14,The increase lasted from the year 1401 to the year 14,78
The practice lasted from the year 1261 to the year 12,The practice lasted from the year 1201 to the year 12,61
The trip lasted from the year 1469 to the year 14,The trip lasted from the year 1401 to the year 14,69
The order lasted from the year 1563 to the year 15,The order lasted from the year 1501 to the year 15,63
The quest lasted from the year 1341 to the year 13,The quest lasted from the year 1301 to the year 13,41
The challenge lasted from the year 1315 to the year 13,The challenge lasted from the year 1301 to the year 13,15
The process lasted from the year 1509 to the year 15,The process lasted from the year 1501 to the year 15,9
The shift lasted from the year 1213 to the year 12,The shift lasted from the year 1201 to the year 12,13
The challenge lasted from the year 1777 to the year 17,The challenge lasted from the year 1701 to the year 17,77
