Unnamed: 0,operation,clean,answer,corrupted,corrupted_answer,answer_idx,corrupted_idx
99068,-,156-45=,111,96-62=,34,5037,1958
99069,-,156-46=,110,154-79=,75,5120,2075
99070,-,156-47=,109,161-128=,33,7743,1644
99071,-,156-48=,108,283-278=,5,6640,20
99072,-,156-49=,107,205-160=,45,7699,1774
99073,-,156-50=,106,251-131=,120,7461,4364
99074,-,156-51=,105,71-23=,48,6550,2166
99075,-,156-52=,104,210-177=,33,6849,1644
99076,-,156-53=,103,247-174=,73,6889,5958
99077,-,156-54=,102,235-184=,51,4278,3971
99078,-,156-55=,101,50-10=,40,4645,1272
99079,-,156-56=,100,236-48=,188,1041,9367
99080,-,156-58=,98,175-116=,59,3264,2946
99081,-,156-60=,96,185-113=,72,4161,5332
99082,-,156-61=,95,212-67=,145,2721,9591
99083,-,156-62=,94,145-8=,137,6281,10148
99084,-,156-64=,92,121-112=,9,6083,24
99085,-,156-65=,91,83-29=,54,5925,4370
99086,-,156-66=,90,276-82=,194,1954,6393
99087,-,156-67=,89,246-195=,51,4578,3971
99088,-,156-68=,88,207-195=,12,2421,717
99089,-,156-69=,87,34-29=,5,4044,20
99090,-,156-70=,86,255-221=,34,4218,1958
99091,-,156-71=,85,243-64=,179,5313,11128
99092,-,156-72=,84,227-158=,69,5833,3076
99093,-,156-73=,83,253-26=,227,6069,14206
99094,-,156-74=,82,182-33=,149,6086,10161
99095,-,156-75=,81,295-242=,53,5932,4331
99096,-,156-76=,80,265-6=,259,1490,15537
99097,-,156-77=,79,244-174=,70,4643,2031
99098,-,156-78=,78,194-105=,89,2495,4578
99099,-,156-79=,77,116-112=,4,2813,19
99100,-,156-80=,76,268-137=,131,4767,9263
99101,-,156-81=,75,100-83=,17,2075,1114
99102,-,156-82=,74,209-102=,107,5728,7699
99103,-,156-83=,73,137-31=,106,5958,7461
99104,-,156-84=,72,121-21=,100,5332,1041
99105,-,156-85=,71,256-157=,99,6028,1484
99106,-,156-86=,70,261-257=,4,2031,19
99107,-,156-87=,69,276-108=,168,3076,8953
99108,-,156-88=,68,130-106=,24,2614,1187
99109,-,156-89=,67,132-77=,55,3080,2131
99110,-,156-90=,66,84-61=,23,2287,1419
99111,-,156-91=,65,265-144=,121,2397,7994
99112,-,156-92=,64,149-139=,10,1227,605
99113,-,156-93=,63,124-107=,17,5495,1114
99114,-,156-95=,61,158-23=,135,5547,8878
99115,-,156-96=,60,71-35=,36,1399,1927
99116,-,156-97=,59,297-125=,172,2946,10861
99117,-,156-98=,58,166-126=,40,2970,1272
99118,-,156-99=,57,249-114=,135,3226,8878
99119,-,156-100=,56,238-157=,81,3487,5932
99120,-,156-101=,55,171-167=,4,2131,19
99121,-,156-102=,54,175-139=,36,4370,1927
99122,-,156-103=,53,199-56=,143,4331,10290
99123,-,156-104=,52,202-60=,142,4103,10239
99124,-,156-105=,51,110-45=,65,3971,2397
99125,-,156-106=,50,178-49=,129,1135,9748
99126,-,156-107=,49,298-48=,250,2491,5154
99127,-,156-108=,48,181-46=,135,2166,8878
99128,-,156-109=,47,152-65=,87,2618,4044
99129,-,156-110=,46,182-48=,134,2790,9565
99130,-,156-111=,45,101-24=,77,1774,2813
99131,-,156-112=,44,169-98=,71,2096,6028
99132,-,156-113=,43,275-251=,24,3391,1187
99133,-,156-114=,42,248-61=,187,2983,9674
99134,-,156-115=,41,216-208=,8,3174,23
99135,-,156-116=,40,219-194=,25,1272,914
99136,-,156-117=,39,226-222=,4,2137,19
99137,-,156-118=,38,183-70=,113,1987,8190
99138,-,156-119=,37,185-5=,180,1806,5245
99139,-,156-120=,36,220-189=,31,1927,2148
99140,-,156-121=,35,292-78=,214,1758,11584
99141,-,156-122=,34,206-74=,132,1958,9413
99142,-,156-123=,33,153-116=,37,1644,1806
99143,-,156-124=,32,75-60=,15,843,868
99144,-,156-125=,31,186-172=,14,2148,975
99145,-,156-126=,30,229-162=,67,966,3080
99146,-,156-127=,29,274-175=,99,1682,1484
99147,-,156-128=,28,65-16=,49,1591,2491
99148,-,156-129=,27,186-76=,110,1544,5120
99149,-,156-130=,26,290-198=,92,1627,6083
99150,-,156-131=,25,264-229=,35,914,1758
99151,-,156-132=,24,278-132=,146,1187,10465
99152,-,156-133=,23,299-153=,146,1419,10465
99153,-,156-134=,22,208-173=,35,1313,1758
99154,-,156-135=,21,62-47=,15,1691,868
99155,-,156-136=,20,272-203=,69,508,3076
99156,-,156-137=,19,293-174=,119,777,9079
99157,-,156-138=,18,281-44=,237,972,14590
99158,-,156-139=,17,122-88=,34,1114,1958
99159,-,156-140=,16,269-150=,119,845,9079
99160,-,156-141=,15,166-125=,41,868,3174
99161,-,156-142=,14,197-151=,46,975,2790
99162,-,156-143=,13,296-287=,9,1032,24
99163,-,156-144=,12,264-247=,17,717,1114
99164,-,156-145=,11,68-23=,45,806,1774
99165,-,156-146=,10,256-58=,198,605,3753
99166,-,156-147=,9,275-105=,170,24,8258
99167,-,156-148=,8,180-46=,134,23,9565
99168,-,156-149=,7,39-10=,29,22,1682
99169,-,156-150=,6,132-83=,49,21,2491
99170,-,156-151=,5,291-191=,100,20,1041
99171,-,156-152=,4,178-47=,131,19,9263
99172,-,156-153=,3,216-61=,155,18,9992
99173,-,156-154=,2,180-45=,135,17,8878
99174,-,156-155=,1,226-223=,3,16,18
99175,-,156-156=,0,99-83=,16,15,845
99176,-,157-0=,157,246-131=,115,10895,7322
99177,-,157-1=,156,184-59=,125,10132,6549
99178,-,157-2=,155,70-28=,42,9992,2983
99179,-,157-3=,154,51-14=,37,10559,1806
99180,-,157-4=,153,223-113=,110,9800,5120
99181,-,157-5=,152,35-9=,26,9756,1627
99182,-,157-6=,151,287-221=,66,9690,2287
99183,-,157-7=,150,264-239=,25,3965,914
99184,-,157-9=,148,186-184=,2,10410,17
99185,-,157-10=,147,115-91=,24,10288,1187
99186,-,157-11=,146,201-91=,110,10465,5120
99187,-,157-12=,145,252-139=,113,9591,8190
99188,-,157-13=,144,299-41=,258,8929,15966
99189,-,157-14=,143,241-102=,139,10290,10125
99190,-,157-16=,141,130-35=,95,9335,2721
99191,-,157-18=,139,63-36=,27,10125,1544
99192,-,157-19=,138,165-86=,79,10350,4643
99193,-,157-20=,137,265-264=,1,10148,16
99194,-,157-21=,136,107-59=,48,9795,2166
99195,-,157-22=,135,245-85=,160,8878,6330
99196,-,157-23=,134,220-4=,216,9565,12463
99197,-,157-24=,133,226-137=,89,9423,4578
99198,-,157-25=,132,265-46=,219,9413,13762
99199,-,157-26=,131,231-83=,148,9263,10410
99200,-,157-27=,130,116-9=,107,5894,7699
99201,-,157-28=,129,253-59=,194,9748,6393
99202,-,157-29=,128,252-173=,79,4386,4643
99203,-,157-30=,127,214-80=,134,6804,9565
99204,-,157-31=,126,78-56=,22,9390,1313
99205,-,157-32=,125,192-134=,58,6549,2970
99206,-,157-33=,124,86-42=,44,8874,2096
99207,-,157-34=,123,250-73=,177,4513,11242
99208,-,157-35=,122,171-34=,137,8259,10148
99209,-,157-36=,121,197-83=,114,7994,8011
99210,-,157-37=,120,210-105=,105,4364,6550
99211,-,157-38=,119,185-110=,75,9079,2075
99212,-,157-39=,118,79-46=,33,8899,1644
99213,-,157-40=,117,106-27=,79,8546,4643
99214,-,157-41=,116,186-55=,131,8027,9263
99215,-,157-43=,114,265-263=,2,8011,17
99216,-,157-44=,113,274-226=,48,8190,2166
99217,-,157-45=,112,179-124=,55,7261,2131
99218,-,157-46=,111,282-253=,29,5037,1682
99219,-,157-48=,109,271-29=,242,7743,12754
99220,-,157-49=,108,153-33=,120,6640,4364
99221,-,157-50=,107,273-202=,71,7699,6028
99222,-,157-51=,106,175-28=,147,7461,10288
99223,-,157-52=,105,62-43=,19,6550,777
99224,-,157-53=,104,159-112=,47,6849,2618
99225,-,157-54=,103,297-162=,135,6889,8878
99226,-,157-55=,102,242-33=,209,4278,12652
99227,-,157-56=,101,245-222=,23,4645,1419
99228,-,157-57=,100,203-126=,77,1041,2813
99229,-,157-59=,98,105-65=,40,3264,1272
99230,-,157-61=,96,92-30=,62,4161,5538
99231,-,157-63=,94,260-229=,31,6281,2148
99232,-,157-64=,93,269-85=,184,6365,10336
99233,-,157-65=,92,207-32=,175,6083,10005
99234,-,157-66=,91,228-217=,11,5925,806
99235,-,157-67=,90,203-173=,30,1954,966
99236,-,157-68=,89,297-38=,259,4578,15537
99237,-,157-69=,88,276-56=,220,2421,8610
99238,-,157-70=,87,101-72=,29,4044,1682
99239,-,157-71=,86,71-9=,62,4218,5538
99240,-,157-72=,85,176-121=,55,5313,2131
99241,-,157-73=,84,228-68=,160,5833,6330
99242,-,157-74=,83,274-28=,246,6069,14205
99243,-,157-75=,82,243-86=,157,6086,10895
99244,-,157-76=,81,280-221=,59,5932,2946
99245,-,157-77=,80,127-7=,120,1490,4364
99246,-,157-78=,79,194-151=,43,4643,3391
99247,-,157-79=,78,79-36=,43,2495,3391
99248,-,157-80=,77,165-45=,120,2813,4364
99249,-,157-81=,76,209-155=,54,4767,4370
99250,-,157-82=,75,173-67=,106,2075,7461
99251,-,157-83=,74,207-164=,43,5728,3391
99252,-,157-84=,73,260-68=,192,5958,5926
99253,-,157-85=,72,139-4=,135,5332,8878
99254,-,157-86=,71,207-178=,29,6028,1682
99255,-,157-87=,70,125-89=,36,2031,1927
99256,-,157-88=,69,229-106=,123,3076,4513
99257,-,157-89=,68,210-48=,162,2614,10674
99258,-,157-90=,67,277-273=,4,3080,19
99259,-,157-91=,66,274-161=,113,2287,8190
99260,-,157-92=,65,280-112=,168,2397,8953
99261,-,157-93=,64,171-157=,14,1227,975
99262,-,157-94=,63,135-75=,60,5495,1399
99263,-,157-95=,62,226-29=,197,5538,4468
99264,-,157-96=,61,135-97=,38,5547,1987
99265,-,157-97=,60,223-74=,149,1399,10161
99266,-,157-98=,59,206-14=,192,2946,5926
99267,-,157-99=,58,232-117=,115,2970,7322
99268,-,157-100=,57,274-79=,195,3226,6280
99269,-,157-101=,56,144-97=,47,3487,2618
99270,-,157-102=,55,250-93=,157,2131,10895
99271,-,157-103=,54,107-28=,79,4370,4643
99272,-,157-104=,53,293-47=,246,4331,14205
99273,-,157-105=,52,51-50=,1,4103,16
99274,-,157-106=,51,160-136=,24,3971,1187
99275,-,157-107=,50,286-101=,185,1135,9741
99276,-,157-108=,49,122-37=,85,2491,5313
99277,-,157-109=,48,232-161=,71,2166,6028
99278,-,157-110=,47,186-116=,70,2618,2031
99279,-,157-111=,46,294-211=,83,2790,6069
99280,-,157-112=,45,152-112=,40,1774,1272
99281,-,157-113=,44,270-195=,75,2096,2075
99282,-,157-114=,43,272-76=,196,3391,5162
99283,-,157-115=,42,185-27=,158,2983,11286
99284,-,157-116=,41,91-63=,28,3174,1591
99285,-,157-117=,40,161-91=,70,1272,2031
99286,-,157-118=,39,262-153=,109,2137,7743
99287,-,157-119=,38,152-49=,103,1987,6889
99288,-,157-120=,37,132-60=,72,1806,5332
99289,-,157-121=,36,222-22=,200,1927,1049
99290,-,157-122=,35,296-6=,290,1758,13754
99291,-,157-123=,34,182-88=,94,1958,6281
99292,-,157-124=,33,291-171=,120,1644,4364
99293,-,157-125=,32,237-77=,160,843,6330
99294,-,157-126=,31,47-9=,38,2148,1987
99295,-,157-127=,30,291-219=,72,966,5332
99296,-,157-128=,29,48-5=,43,1682,3391
99297,-,157-129=,28,141-96=,45,1591,1774
99298,-,157-130=,27,289-267=,22,1544,1313
99299,-,157-131=,26,293-158=,135,1627,8878
99300,-,157-132=,25,258-6=,252,914,12326
99301,-,157-133=,24,241-113=,128,1187,4386
99302,-,157-134=,23,208-129=,79,1419,4643
99303,-,157-135=,22,269-23=,246,1313,14205
99304,-,157-136=,21,74-0=,74,1691,5728
99305,-,157-137=,20,71-56=,15,508,868
99306,-,157-138=,19,156-98=,58,777,2970
99307,-,157-139=,18,160-144=,16,972,845
99308,-,157-140=,17,228-181=,47,1114,2618
99309,-,157-141=,16,272-91=,181,845,10562
99310,-,157-142=,15,180-116=,64,868,1227
99311,-,157-143=,14,247-142=,105,975,6550
99312,-,157-144=,13,245-118=,127,1032,6804
99313,-,157-145=,12,212-38=,174,717,11771
99314,-,157-146=,11,151-147=,4,806,19
99315,-,157-147=,10,168-19=,149,605,10161
99316,-,157-148=,9,221-112=,109,24,7743
99317,-,157-149=,8,231-159=,72,23,5332
99318,-,157-150=,7,147-14=,133,22,9423
99319,-,157-151=,6,278-254=,24,21,1187
99320,-,157-152=,5,177-160=,17,20,1114
99321,-,157-153=,4,241-89=,152,19,9756
99322,-,157-154=,3,141-34=,107,18,7699
99323,-,157-155=,2,221-202=,19,17,777
99324,-,157-156=,1,254-33=,221,16,12425
99325,-,157-157=,0,133-5=,128,15,4386
99326,-,158-0=,158,134-113=,21,11286,1691
99327,-,158-1=,157,253-103=,150,10895,3965
99328,-,158-2=,156,96-36=,60,10132,1399
99329,-,158-3=,155,161-153=,8,9992,23
99330,-,158-4=,154,151-51=,100,10559,1041
99331,-,158-5=,153,210-139=,71,9800,6028
99332,-,158-6=,152,235-223=,12,9756,717
99333,-,158-7=,151,256-145=,111,9690,5037
99334,-,158-8=,150,264-26=,238,3965,13895
99335,-,158-9=,149,212-165=,47,10161,2618
99336,-,158-10=,148,183-38=,145,10410,9591
99337,-,158-11=,147,267-229=,38,10288,1987
99338,-,158-12=,146,171-150=,21,10465,1691
99339,-,158-13=,145,249-83=,166,9591,11247
99340,-,158-14=,144,94-7=,87,8929,4044
99341,-,158-15=,143,208-13=,195,10290,6280
99342,-,158-16=,142,205-123=,82,10239,6086
99343,-,158-17=,141,136-45=,91,9335,5925
99344,-,158-18=,140,246-82=,164,6860,10513
99345,-,158-19=,139,26-19=,7,10125,22
99346,-,158-20=,138,220-18=,202,10350,2366
99347,-,158-21=,137,215-195=,20,10148,508
99348,-,158-22=,136,243-182=,61,9795,5547
99349,-,158-23=,135,247-154=,93,8878,6365
99350,-,158-24=,134,296-247=,49,9565,2491
99351,-,158-25=,133,248-185=,63,9423,5495
99352,-,158-26=,132,247-100=,147,9413,10288
99353,-,158-27=,131,191-37=,154,9263,10559
99354,-,158-28=,130,267-34=,233,5894,12994
99355,-,158-29=,129,237-4=,233,9748,12994
99356,-,158-30=,128,140-66=,74,4386,5728
99357,-,158-31=,127,224-8=,216,6804,12463
99358,-,158-32=,126,205-31=,174,9390,11771
99359,-,158-33=,125,147-124=,23,6549,1419
99360,-,158-34=,124,220-83=,137,8874,10148
99361,-,158-35=,123,277-188=,89,4513,4578
99362,-,158-36=,122,297-252=,45,8259,1774
99363,-,158-37=,121,217-121=,96,7994,4161
99364,-,158-38=,120,240-124=,116,4364,8027
99365,-,158-39=,119,285-45=,240,9079,8273
99366,-,158-40=,118,101-99=,2,8899,17
99367,-,158-41=,117,246-66=,180,8546,5245
99368,-,158-42=,116,165-2=,163,8027,9892
99369,-,158-43=,115,159-84=,75,7322,2075
99370,-,158-44=,114,289-208=,81,8011,5932
99371,-,158-45=,113,260-19=,241,8190,13341
99372,-,158-46=,112,194-158=,36,7261,1927
99373,-,158-47=,111,186-143=,43,5037,3391
99374,-,158-48=,110,288-67=,221,5120,12425
99375,-,158-49=,109,274-106=,168,7743,8953
99376,-,158-50=,108,250-75=,175,6640,10005
99377,-,158-51=,107,260-162=,98,7699,3264
99378,-,158-52=,106,61-20=,41,7461,3174
99379,-,158-53=,105,49-19=,30,6550,966
99380,-,158-54=,104,51-15=,36,6849,1927
99381,-,158-55=,103,290-251=,39,6889,2137
99382,-,158-56=,102,209-66=,143,4278,10290
99383,-,158-57=,101,269-28=,241,4645,13341
99384,-,158-60=,98,149-64=,85,3264,5313
99385,-,158-64=,94,246-142=,104,6281,6849
99386,-,158-65=,93,255-114=,141,6365,9335
99387,-,158-66=,92,295-168=,127,6083,6804
99388,-,158-67=,91,255-46=,209,5925,12652
99389,-,158-68=,90,141-12=,129,1954,9748
99390,-,158-69=,89,142-74=,68,4578,2614
99391,-,158-70=,88,185-106=,79,2421,4643
99392,-,158-71=,87,57-1=,56,4044,3487
99393,-,158-72=,86,235-189=,46,4218,2790
99394,-,158-73=,85,147-49=,98,5313,3264
99395,-,158-74=,84,232-175=,57,5833,3226
99396,-,158-75=,83,118-60=,58,6069,2970
99397,-,158-76=,82,254-18=,236,6086,14087
99398,-,158-77=,81,210-21=,189,5932,9378
99399,-,158-78=,80,267-144=,123,1490,4513
99400,-,158-79=,79,206-80=,126,4643,9390
99401,-,158-80=,78,282-172=,110,2495,5120
99402,-,158-81=,77,296-22=,274,2813,16590
99403,-,158-82=,76,158-134=,24,4767,1187
99404,-,158-83=,75,263-100=,163,2075,9892
99405,-,158-84=,74,221-185=,36,5728,1927
99406,-,158-85=,73,93-85=,8,5958,23
99407,-,158-86=,72,167-120=,47,5332,2618
99408,-,158-87=,71,77-9=,68,6028,2614
99409,-,158-88=,70,179-139=,40,2031,1272
99410,-,158-89=,69,213-54=,159,3076,11068
99411,-,158-90=,68,107-74=,33,2614,1644
99412,-,158-91=,67,251-55=,196,3080,5162
99413,-,158-92=,66,294-229=,65,2287,2397
99414,-,158-93=,65,220-107=,113,2397,8190
99415,-,158-95=,63,260-3=,257,5495,15574
99416,-,158-96=,62,142-51=,91,5538,5925
99417,-,158-97=,61,258-190=,68,5547,2614
99418,-,158-98=,60,238-117=,121,1399,7994
99419,-,158-99=,59,255-225=,30,2946,966
99420,-,158-100=,58,178-147=,31,2970,2148
99421,-,158-101=,57,222-49=,173,3226,11908
99422,-,158-102=,56,285-142=,143,3487,10290
99423,-,158-103=,55,265-79=,186,2131,9714
99424,-,158-104=,54,262-111=,151,4370,9690
99425,-,158-105=,53,211-66=,145,4331,9591
99426,-,158-106=,52,289-173=,116,4103,8027
99427,-,158-107=,51,262-204=,58,3971,2970
99428,-,158-108=,50,143-8=,135,1135,8878
99429,-,158-109=,49,125-93=,32,2491,843
99430,-,158-110=,48,253-240=,13,2166,1032
99431,-,158-111=,47,191-80=,111,2618,5037
99432,-,158-112=,46,220-7=,213,2790,11702
99433,-,158-113=,45,223-186=,37,1774,1806
99434,-,158-114=,44,198-44=,154,2096,10559
99435,-,158-115=,43,146-141=,5,3391,20
99436,-,158-116=,42,213-8=,205,2983,10866
99437,-,158-117=,41,202-10=,192,3174,5926
99438,-,158-118=,40,135-39=,96,1272,4161
99439,-,158-119=,39,188-108=,80,2137,1490
99440,-,158-120=,38,35-17=,18,1987,972
99441,-,158-121=,37,52-26=,26,1806,1627
99442,-,158-122=,36,299-236=,63,1927,5495
99443,-,158-123=,35,206-114=,92,1758,6083
99444,-,158-124=,34,231-44=,187,1958,9674
99445,-,158-125=,33,270-7=,263,1644,15666
99446,-,158-126=,32,273-183=,90,843,1954
99447,-,158-127=,31,297-289=,8,2148,23
99448,-,158-128=,30,244-106=,138,966,10350
99449,-,158-129=,29,226-160=,66,1682,2287
99450,-,158-130=,28,274-192=,82,1591,6086
99451,-,158-131=,27,170-45=,125,1544,6549
99452,-,158-132=,26,210-12=,198,1627,3753
99453,-,158-133=,25,293-89=,204,914,7854
99454,-,158-134=,24,101-91=,10,1187,605
99455,-,158-135=,23,57-45=,12,1419,717
99456,-,158-136=,22,223-61=,162,1313,10674
99457,-,158-137=,21,175-53=,122,1691,8259
99458,-,158-138=,20,298-213=,85,508,5313
99459,-,158-139=,19,193-103=,90,777,1954
99460,-,158-140=,18,209-167=,42,972,2983
99461,-,158-141=,17,271-232=,39,1114,2137
99462,-,158-142=,16,156-150=,6,845,21
99463,-,158-143=,15,213-197=,16,868,845
99464,-,158-144=,14,239-61=,178,975,11256
99465,-,158-145=,13,162-58=,104,1032,6849
99466,-,158-146=,12,215-153=,62,717,5538
99467,-,158-147=,11,297-72=,225,806,11057
99468,-,158-148=,10,256-252=,4,605,19
99469,-,158-149=,9,206-177=,29,24,1682
99470,-,158-150=,8,205-40=,165,23,10680
99471,-,158-151=,7,147-23=,124,22,8874
99472,-,158-152=,6,244-11=,233,21,12994
99473,-,158-153=,5,254-158=,96,20,4161
99474,-,158-154=,4,246-169=,77,19,2813
99475,-,158-155=,3,151-136=,15,18,868
99476,-,158-156=,2,242-56=,186,17,9714
99477,-,158-157=,1,173-44=,129,16,9748
99478,-,158-158=,0,177-133=,44,15,2096
99479,-,159-0=,159,287-201=,86,11068,4218
99480,-,159-1=,158,101-30=,71,11286,6028
99481,-,159-2=,157,213-184=,29,10895,1682
99482,-,159-3=,156,248-139=,109,10132,7743
99483,-,159-4=,155,272-193=,79,9992,4643
99484,-,159-5=,154,281-172=,109,10559,7743
99485,-,159-6=,153,259-240=,19,9800,777
99486,-,159-7=,152,258-120=,138,9756,10350
99487,-,159-9=,150,241-81=,160,3965,6330
99488,-,159-10=,149,228-165=,63,10161,5495
99489,-,159-11=,148,220-90=,130,10410,5894
99490,-,159-12=,147,201-121=,80,10288,1490
99491,-,159-13=,146,163-24=,139,10465,10125
99492,-,159-14=,145,298-192=,106,9591,7461
99493,-,159-15=,144,195-46=,149,8929,10161
99494,-,159-16=,143,97-14=,83,10290,6069
99495,-,159-17=,142,246-206=,40,10239,1272
99496,-,159-18=,141,199-191=,8,9335,23
99497,-,159-20=,139,295-232=,63,10125,5495
99498,-,159-21=,138,117-51=,66,10350,2287
99499,-,159-22=,137,141-101=,40,10148,1272
99500,-,159-23=,136,285-147=,138,9795,10350
99501,-,159-24=,135,216-112=,104,8878,6849
99502,-,159-25=,134,290-245=,45,9565,1774
99503,-,159-26=,133,227-106=,121,9423,7994
99504,-,159-27=,132,291-118=,173,9413,11908
99505,-,159-28=,131,121-2=,119,9263,9079
99506,-,159-29=,130,161-147=,14,5894,975
99507,-,159-30=,129,276-111=,165,9748,10680
99508,-,159-31=,128,154-14=,140,4386,6860
99509,-,159-32=,127,239-55=,184,6804,10336
99510,-,159-33=,126,244-51=,193,9390,7285
99511,-,159-34=,125,206-193=,13,6549,1032
99512,-,159-35=,124,196-91=,105,8874,6550
99513,-,159-36=,123,225-192=,33,4513,1644
99514,-,159-37=,122,266-195=,71,8259,6028
99515,-,159-38=,121,244-67=,177,7994,11242
99516,-,159-40=,119,231-168=,63,9079,5495
99517,-,159-41=,118,294-285=,9,8899,24
99518,-,159-42=,117,240-183=,57,8546,3226
99519,-,159-43=,116,52-42=,10,8027,605
99520,-,159-44=,115,219-189=,30,7322,966
99521,-,159-45=,114,252-72=,180,8011,5245
99522,-,159-46=,113,261-44=,217,8190,13460
99523,-,159-47=,112,170-16=,154,7261,10559
99524,-,159-48=,111,146-1=,145,5037,9591
99525,-,159-50=,109,88-15=,73,7743,5958
99526,-,159-51=,108,137-44=,93,6640,6365
99527,-,159-52=,107,141-72=,69,7699,3076
99528,-,159-53=,106,269-128=,141,7461,9335
99529,-,159-54=,105,141-43=,98,6550,3264
99530,-,159-55=,104,283-273=,10,6849,605
99531,-,159-56=,103,272-261=,11,6889,806
99532,-,159-57=,102,117-114=,3,4278,18
99533,-,159-59=,100,271-52=,219,1041,13762
99534,-,159-61=,98,77-33=,44,3264,2096
99535,-,159-64=,95,155-122=,33,2721,1644
99536,-,159-65=,94,276-145=,131,6281,9263
99537,-,159-66=,93,219-210=,9,6365,24
99538,-,159-67=,92,43-29=,14,6083,975
99539,-,159-68=,91,194-11=,183,5925,10750
99540,-,159-69=,90,223-115=,108,1954,6640
99541,-,159-70=,89,292-202=,90,4578,1954
99542,-,159-71=,88,232-193=,39,2421,2137
99543,-,159-72=,87,258-253=,5,4044,20
99544,-,159-73=,86,73-18=,55,4218,2131
99545,-,159-74=,85,135-44=,91,5313,5925
99546,-,159-75=,84,270-152=,118,5833,8899
99547,-,159-76=,83,221-98=,123,6069,4513
99548,-,159-77=,82,163-77=,86,6086,4218
99549,-,159-78=,81,263-49=,214,5932,11584
99550,-,159-79=,80,72-56=,16,1490,845
99551,-,159-80=,79,225-43=,182,4643,10828
99552,-,159-81=,78,271-12=,259,2495,15537
99553,-,159-82=,77,172-87=,85,2813,5313
99554,-,159-83=,76,283-170=,113,4767,8190
99555,-,159-84=,75,260-28=,232,2075,12338
99556,-,159-85=,74,247-62=,185,5728,9741
99557,-,159-86=,73,293-255=,38,5958,1987
99558,-,159-87=,72,224-117=,107,5332,7699
99559,-,159-88=,71,281-170=,111,6028,5037
99560,-,159-89=,70,161-28=,133,2031,9423
99561,-,159-90=,69,278-101=,177,3076,11242
99562,-,159-91=,68,273-127=,146,2614,10465
99563,-,159-92=,67,178-124=,54,3080,4370
99564,-,159-93=,66,233-92=,141,2287,9335
99565,-,159-94=,65,141-87=,54,2397,4370
99566,-,159-95=,64,236-198=,38,1227,1987
99567,-,159-96=,63,207-15=,192,5495,5926
99568,-,159-97=,62,241-200=,41,5538,3174
99569,-,159-98=,61,118-13=,105,5547,6550
99570,-,159-99=,60,73-21=,52,1399,4103
99571,-,159-100=,59,208-128=,80,2946,1490
99572,-,159-101=,58,248-88=,160,2970,6330
99573,-,159-102=,57,209-93=,116,3226,8027
99574,-,159-103=,56,284-18=,266,3487,15999
99575,-,159-104=,55,197-56=,141,2131,9335
99576,-,159-105=,54,205-69=,136,4370,9795
99577,-,159-106=,53,124-79=,45,4331,1774
99578,-,159-107=,52,100-35=,65,4103,2397
99579,-,159-108=,51,185-115=,70,3971,2031
99580,-,159-109=,50,292-290=,2,1135,17
99581,-,159-110=,49,281-153=,128,2491,4386
99582,-,159-111=,48,151-119=,32,2166,843
99583,-,159-112=,47,77-67=,10,2618,605
99584,-,159-113=,46,193-109=,84,2790,5833
99585,-,159-114=,45,247-183=,64,1774,1227
99586,-,159-115=,44,249-138=,111,2096,5037
99587,-,159-116=,43,279-4=,275,3391,14417
99588,-,159-117=,42,246-230=,16,2983,845
99589,-,159-118=,41,298-194=,104,3174,6849
99590,-,159-119=,40,226-92=,134,1272,9565
99591,-,159-120=,39,175-54=,121,2137,7994
99592,-,159-121=,38,274-49=,225,1987,11057
99593,-,159-122=,37,154-152=,2,1806,17
99594,-,159-123=,36,164-82=,82,1927,6086
99595,-,159-124=,35,221-106=,115,1758,7322
99596,-,159-125=,34,244-116=,128,1958,4386
99597,-,159-126=,33,40-32=,8,1644,23
