clean,corrupted,correct_idx,incorrect_idx,nonce_singular,nonce_plural,label
"First, there were two mosios. Now there is one mos","First, there was one mosio. Now there are two mos",900,3783,mosio,mosios,1
"First, there was one lamiday. Now there are two lam","First, there were two lamidays. Now there is one lam",19341,4705,lamiday,lamidays,0
"First, there were two lamidays. Now there is one lam","First, there was one lamiday. Now there are two lam",4705,19341,lamiday,lamidays,1
"First, there was one wau. Now there are two w","First, there were two waus. Now there is one w",666,1952,wau,waus,0
"First, there were two waus. Now there is one w","First, there was one wau. Now there are two w",1952,666,wau,waus,1
"First, there was one tadrer. Now there are two tad","First, there were two tadrers. Now there is one tad",22895,6554,tadrer,tadrers,0
"First, there were two tadrers. Now there is one tad","First, there was one tadrer. Now there are two tad",6554,22895,tadrer,tadrers,1
"First, there was one woile. Now there are two wo","First, there were two woiles. Now there is one wo",3205,587,woile,woiles,0
"First, there were two woiles. Now there is one wo","First, there was one woile. Now there are two wo",587,3205,woile,woiles,1
"First, there was one utetortity. Now there are two utetort","First, there were two utetortities. Now there is one utetort",1005,414,utetortity,utetortities,0
"First, there were two utetortities. Now there is one utetort","First, there was one utetortity. Now there are two utetort",414,1005,utetortity,utetortities,1
"First, there was one inbloose. Now there are two inblo","First, there were two inblooses. Now there is one inblo",4863,583,inbloose,inblooses,0
"First, there were two inblooses. Now there is one inblo","First, there was one inbloose. Now there are two inblo",583,4863,inbloose,inblooses,1
"First, there was one thock. Now there are two th","First, there were two thocks. Now there is one th",4121,825,thock,thocks,0
"First, there were two thocks. Now there is one th","First, there was one thock. Now there are two th",825,4121,thock,thocks,1
"First, there was one deapon. Now there are two de","First, there were two deapons. Now there is one de",40127,23821,deapon,deapons,0
"First, there were two deapons. Now there is one de","First, there was one deapon. Now there are two de",23821,40127,deapon,deapons,1
"First, there was one soharity. Now there are two sohar","First, there were two soharities. Now there is one sohar",1005,414,soharity,soharities,0
"First, there were two soharities. Now there is one sohar","First, there was one soharity. Now there are two sohar",414,1005,soharity,soharities,1
"First, there was one eparition. Now there are two epar","First, there were two eparitions. Now there is one epar",4431,539,eparition,eparitions,0
"First, there were two eparitions. Now there is one epar","First, there was one eparition. Now there are two epar",539,4431,eparition,eparitions,1
"First, there was one aftercead. Now there are two afterce","First, there were two afterceads. Now there is one afterce",6594,324,aftercead,afterceads,0
"First, there were two afterceads. Now there is one afterce","First, there was one aftercead. Now there are two afterce",324,6594,aftercead,afterceads,1
"First, there was one fideure. Now there are two fide","First, there were two fideures. Now there is one fide",980,459,fideure,fideures,0
"First, there were two fideures. Now there is one fide","First, there was one fideure. Now there are two fide",459,980,fideure,fideures,1
"First, there was one stohm. Now there are two stoh","First, there were two stohms. Now there is one stoh",983,78,stohm,stohms,0
"First, there were two stohms. Now there is one stoh","First, there was one stohm. Now there are two stoh",78,983,stohm,stohms,1
"First, there was one sofarity. Now there are two sofar","First, there were two sofarities. Now there is one sofar",1005,414,sofarity,sofarities,0
"First, there were two sofarities. Now there is one sofar","First, there was one sofarity. Now there are two sofar",414,1005,sofarity,sofarities,1
"First, there was one egtege. Now there are two egte","First, there were two egteges. Now there is one egte",2510,463,egtege,egteges,0
"First, there were two egteges. Now there is one egte","First, there was one egtege. Now there are two egte",463,2510,egtege,egteges,1
"First, there was one utresition. Now there are two utres","First, there were two utresitions. Now there is one utres",4431,539,utresition,utresitions,0
"First, there were two utresitions. Now there is one utres","First, there was one utresition. Now there are two utres",539,4431,utresition,utresitions,1
"First, there was one eague. Now there are two e","First, there were two eagues. Now there is one e",9681,3611,eague,eagues,0
"First, there were two eagues. Now there is one e","First, there was one eague. Now there are two e",3611,9681,eague,eagues,1
"First, there was one practark. Now there are two pract","First, there were two practarks. Now there is one pract",7969,782,practark,practarks,0
"First, there were two practarks. Now there is one pract","First, there was one practark. Now there are two pract",782,7969,practark,practarks,1
"First, there was one utlesition. Now there are two utles","First, there were two utlesitions. Now there is one utles",4431,539,utlesition,utlesitions,0
"First, there were two utlesitions. Now there is one utles","First, there was one utlesition. Now there are two utles",539,4431,utlesition,utlesitions,1
"First, there was one mudeow. Now there are two mude","First, there were two mudeows. Now there is one mude",5811,319,mudeow,mudeows,0
"First, there were two mudeows. Now there is one mude","First, there was one mudeow. Now there are two mude",319,5811,mudeow,mudeows,1
"First, there was one predume. Now there are two pred","First, there were two predumes. Now there is one pred",9181,2123,predume,predumes,0
"First, there were two predumes. Now there is one pred","First, there was one predume. Now there are two pred",2123,9181,predume,predumes,1
"First, there was one ragition. Now there are two rag","First, there were two ragitions. Now there is one rag",4431,539,ragition,ragitions,0
"First, there were two ragitions. Now there is one rag","First, there was one ragition. Now there are two rag",539,4431,ragition,ragitions,1
"First, there was one zozioty. Now there are two zoziot","First, there were two zozioties. Now there is one zoziot",447,90,zozioty,zozioties,0
"First, there were two zozioties. Now there is one zoziot","First, there was one zozioty. Now there are two zoziot",90,447,zozioty,zozioties,1
"First, there was one sogurity. Now there are two sog","First, there were two sogurities. Now there is one sog",19940,5051,sogurity,sogurities,0
"First, there were two sogurities. Now there is one sog","First, there was one sogurity. Now there are two sog",5051,19940,sogurity,sogurities,1
"First, there was one ond. Now there are two on","First, there were two onds. Now there is one on",1397,69,ond,onds,0
"First, there were two onds. Now there is one on","First, there was one ond. Now there are two on",69,1397,ond,onds,1
"First, there was one sopent. Now there are two sop","First, there were two sopents. Now there is one sop",592,290,sopent,sopents,0
"First, there were two sopents. Now there is one sop","First, there was one sopent. Now there are two sop",290,592,sopent,sopents,1
"First, there was one stawl. Now there are two staw","First, there were two stawls. Now there is one staw",5200,77,stawl,stawls,0
