clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 horses and cats are two types of,horses,cats,animal,['animals'],[4695], wind and drought are two types of,wind,drought,weather,"['weather', 'natural']","[6193, 3288]"
 horses and lions are two types of,horses,lions,animal,['animals'],[4695], Chile and Peru are two types of,Chile,Peru,country,"['countries', 'country']","[2678, 1499]"
 horses and bears are two types of,horses,bears,animal,['animals'],[4695], guitars and organs are two types of,guitars,organs,instrument,"['musical', 'instruments']","[10530, 12834]"
 horses and tigers are two types of,horses,tigers,animal,['animals'],[4695], Mexico and Afghanistan are two types of,Mexico,Afghanistan,country,"['countries', 'country']","[2678, 1499]"
 horses and kine are two types of,horses,kine,animal,['animals'],[4695], trailers and tepees are two types of,trailers,tepees,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 horses and elephants are two types of,horses,elephants,animal,['animals'],[4695], sneakers and heels are two types of,sneakers,heels,footwear,['footwear'],[43463]
 horses and deer are two types of,horses,deer,animal,['animals'],[4695], commanders and officers are two types of,commanders,officers,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 horses and mice are two types of,horses,mice,animal,['animals'],[4695], hockey and soccer are two types of,hockey,soccer,sport,['sports'],[5701]
 horses and pigs are two types of,horses,pigs,animal,['animals'],[4695], mosquitoes and flies are two types of,mosquitoes,flies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 horses and rats are two types of,horses,rats,animal,['animals'],[4695], Germany and Greece are two types of,Germany,Greece,country,"['countries', 'country']","[2678, 1499]"
 horses and giraffes are two types of,horses,giraffes,animal,['animals'],[4695], ducks and bluejays are two types of,ducks,bluejays,bird,"['birds', 'bird']","[10087, 6512]"
 horses and squirrels are two types of,horses,squirrels,animal,['animals'],[4695], peas and celery are two types of,peas,celery,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 horses and rabbits are two types of,horses,rabbits,animal,['animals'],[4695], burglary and kidnapping are two types of,burglary,kidnapping,crime,"['crimes', 'crime']","[6741, 4065]"
 horses and goats are two types of,horses,goats,animal,['animals'],[4695], fathers and cousins are two types of,fathers,cousins,relative,"['relatives', 'family']","[12772, 1641]"
 horses and zebras are two types of,horses,zebras,animal,['animals'],[4695], spiders and centipedes are two types of,spiders,centipedes,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 horses and mooses are two types of,horses,mooses,animal,['animals'],[4695], diamonds and opals are two types of,diamonds,opals,gem,"['gem', 'gems']","[16840, 23685]"
 horses and sheep are two types of,horses,sheep,animal,['animals'],[4695], chickens and ducks are two types of,chickens,ducks,bird,"['birds', 'bird']","[10087, 6512]"
 horses and cheetahs are two types of,horses,cheetahs,animal,['animals'],[4695], knives and brass knuckles are two types of,knives,brass knuckles,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 horses and raccoons are two types of,horses,raccoons,animal,['animals'],[4695], drought and blizzards are two types of,drought,blizzards,weather,"['weather', 'natural']","[6193, 3288]"
 horses and wolves are two types of,horses,wolves,animal,['animals'],[4695], guitars and drums are two types of,guitars,drums,instrument,"['musical', 'instruments']","[10530, 12834]"
 horses and foxes are two types of,horses,foxes,animal,['animals'],[4695], assault and drunk driving are two types of,assault,drunk driving,crime,"['crimes', 'crime']","[6741, 4065]"
 horses and hamsters are two types of,horses,hamsters,animal,['animals'],[4695], wind and typhoons are two types of,wind,typhoons,weather,"['weather', 'natural']","[6193, 3288]"
 horses and donkeys are two types of,horses,donkeys,animal,['animals'],[4695], miles and nanometers are two types of,miles,nanometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 horses and elk are two types of,horses,elk,animal,['animals'],[4695], floods and sleet are two types of,floods,sleet,weather,"['weather', 'natural']","[6193, 3288]"
 horses and lizards are two types of,horses,lizards,animal,['animals'],[4695], beans and celery are two types of,beans,celery,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 horses and turtles are two types of,horses,turtles,animal,['animals'],[4695], grapes and bananas are two types of,grapes,bananas,fruit,"['fruits', 'fruit']","[15921, 8234]"
 lions and dogs are two types of,lions,dogs,animal,['animals'],[4695], miles and centimeters are two types of,miles,centimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 lions and cats are two types of,lions,cats,animal,['animals'],[4695], Switzerland and Italy are two types of,Switzerland,Italy,country,"['countries', 'country']","[2678, 1499]"
 lions and horses are two types of,lions,horses,animal,['animals'],[4695], presidents and mayors are two types of,presidents,mayors,politician,"['elected', 'politicians']","[7018, 7602]"
 lions and bears are two types of,lions,bears,animal,['animals'],[4695], centimeters and meters are two types of,centimeters,meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 lions and tigers are two types of,lions,tigers,animal,['animals'],[4695], inches and meters are two types of,inches,meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 lions and kine are two types of,lions,kine,animal,['animals'],[4695], carp and blowfish are two types of,carp,blowfish,fish,"['fish', 'fishes']","[5916, 49765]"
 lions and elephants are two types of,lions,elephants,animal,['animals'],[4695], guns and bombs are two types of,guns,bombs,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 lions and deer are two types of,lions,deer,animal,['animals'],[4695], representatives and senators are two types of,representatives,senators,politician,"['elected', 'politicians']","[7018, 7602]"
 lions and mice are two types of,lions,mice,animal,['animals'],[4695], governors and presidents are two types of,governors,presidents,politician,"['elected', 'politicians']","[7018, 7602]"
 lions and pigs are two types of,lions,pigs,animal,['animals'],[4695], trailers and tents are two types of,trailers,tents,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 lions and rats are two types of,lions,rats,animal,['animals'],[4695], football and running are two types of,football,running,sport,['sports'],[5701]
 lions and giraffes are two types of,lions,giraffes,animal,['animals'],[4695], carp and angelfish are two types of,carp,angelfish,fish,"['fish', 'fishes']","[5916, 49765]"
 lions and squirrels are two types of,lions,squirrels,animal,['animals'],[4695], corn and radishes are two types of,corn,radishes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 lions and rabbits are two types of,lions,rabbits,animal,['animals'],[4695], pounds and quarters are two types of,pounds,quarters,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 lions and goats are two types of,lions,goats,animal,['animals'],[4695], opera and jazz are two types of,opera,jazz,music,['music'],[2647]
 lions and zebras are two types of,lions,zebras,animal,['animals'],[4695], broccoli and zucchini are two types of,broccoli,zucchini,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 lions and mooses are two types of,lions,mooses,animal,['animals'],[4695], mayors and vice presidents are two types of,mayors,vice presidents,politician,"['elected', 'politicians']","[7018, 7602]"
 lions and sheep are two types of,lions,sheep,animal,['animals'],[4695], beds and lamps are two types of,beds,lamps,furniture,['furniture'],[13091]
 lions and cheetahs are two types of,lions,cheetahs,animal,['animals'],[4695], diamonds and amethysts are two types of,diamonds,amethysts,gem,"['gem', 'gems']","[16840, 23685]"
 lions and raccoons are two types of,lions,raccoons,animal,['animals'],[4695], teachers and carpenters are two types of,teachers,carpenters,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 lions and wolves are two types of,lions,wolves,animal,['animals'],[4695], mayors and representatives are two types of,mayors,representatives,politician,"['elected', 'politicians']","[7018, 7602]"
 lions and foxes are two types of,lions,foxes,animal,['animals'],[4695], dresses and sweaters are two types of,dresses,sweaters,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 lions and hamsters are two types of,lions,hamsters,animal,['animals'],[4695], ants and hornets are two types of,ants,hornets,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 lions and donkeys are two types of,lions,donkeys,animal,['animals'],[4695], grapes and lemons are two types of,grapes,lemons,fruit,"['fruits', 'fruit']","[15921, 8234]"
 lions and elk are two types of,lions,elk,animal,['animals'],[4695], hats and jeanss are two types of,hats,jeanss,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 lions and lizards are two types of,lions,lizards,animal,['animals'],[4695], storms and typhoons are two types of,storms,typhoons,weather,"['weather', 'natural']","[6193, 3288]"
 lions and turtles are two types of,lions,turtles,animal,['animals'],[4695], pounds and cents are two types of,pounds,cents,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 bears and dogs are two types of,bears,dogs,animal,['animals'],[4695], desks and chairs are two types of,desks,chairs,furniture,['furniture'],[13091]
 bears and cats are two types of,bears,cats,animal,['animals'],[4695], ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[10087, 6512]"
 bears and horses are two types of,bears,horses,animal,['animals'],[4695], fathers and grandparents are two types of,fathers,grandparents,relative,"['relatives', 'family']","[12772, 1641]"
 bears and lions are two types of,bears,lions,animal,['animals'],[4695], rulers and screws are two types of,rulers,screws,tool,['tools'],[4899]
 bears and tigers are two types of,bears,tigers,animal,['animals'],[4695], desks and tables are two types of,desks,tables,furniture,['furniture'],[13091]
 bears and kine are two types of,bears,kine,animal,['animals'],[4695], hurricanes and typhoons are two types of,hurricanes,typhoons,weather,"['weather', 'natural']","[6193, 3288]"
 bears and elephants are two types of,bears,elephants,animal,['animals'],[4695], quarters and dollars are two types of,quarters,dollars,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 bears and deer are two types of,bears,deer,animal,['animals'],[4695], swimming and wrestling are two types of,swimming,wrestling,sport,['sports'],[5701]
 bears and mice are two types of,bears,mice,animal,['animals'],[4695], tables and lamps are two types of,tables,lamps,furniture,['furniture'],[13091]
 bears and pigs are two types of,bears,pigs,animal,['animals'],[4695], rain and thunder are two types of,rain,thunder,weather,"['weather', 'natural']","[6193, 3288]"
 bears and rats are two types of,bears,rats,animal,['animals'],[4695], days and minutes are two types of,days,minutes,time,"['time', 'units']","[640, 4991]"
 bears and giraffes are two types of,bears,giraffes,animal,['animals'],[4695], palms and birches are two types of,palms,birches,tree,['trees'],[7150]
 bears and squirrels are two types of,bears,squirrels,animal,['animals'],[4695], diamonds and garnets are two types of,diamonds,garnets,gem,"['gem', 'gems']","[16840, 23685]"
 bears and rabbits are two types of,bears,rabbits,animal,['animals'],[4695], fathers and daughters are two types of,fathers,daughters,relative,"['relatives', 'family']","[12772, 1641]"
 bears and goats are two types of,bears,goats,animal,['animals'],[4695], cabinets and chairs are two types of,cabinets,chairs,furniture,['furniture'],[13091]
 bears and zebras are two types of,bears,zebras,animal,['animals'],[4695], grenades and brass knuckles are two types of,grenades,brass knuckles,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 bears and mooses are two types of,bears,mooses,animal,['animals'],[4695], rulers and pliers are two types of,rulers,pliers,tool,['tools'],[4899]
 bears and sheep are two types of,bears,sheep,animal,['animals'],[4695], firefighters and policemen are two types of,firefighters,policemen,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 bears and cheetahs are two types of,bears,cheetahs,animal,['animals'],[4695], daughters and great aunts are two types of,daughters,great aunts,relative,"['relatives', 'family']","[12772, 1641]"
 bears and raccoons are two types of,bears,raccoons,animal,['animals'],[4695], alternative and R&B are two types of,alternative,R&B,music,['music'],[2647]
 bears and wolves are two types of,bears,wolves,animal,['animals'],[4695], bees and flies are two types of,bees,flies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 bears and foxes are two types of,bears,foxes,animal,['animals'],[4695], hotels and huts are two types of,hotels,huts,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
