clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 Australia and Scotland are two types of,Australia,Scotland,country,"['countries', 'country']","[2678, 1499]", shirts and gloves are two types of,shirts,gloves,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 Australia and Egypt are two types of,Australia,Egypt,country,"['countries', 'country']","[2678, 1499]", desks and beds are two types of,desks,beds,furniture,['furniture'],[13091]
 Australia and Israel are two types of,Australia,Israel,country,"['countries', 'country']","[2678, 1499]", tuna and cod are two types of,tuna,cod,fish,"['fish', 'fishes']","[5916, 49765]"
 Australia and Peru are two types of,Australia,Peru,country,"['countries', 'country']","[2678, 1499]", bras and hats are two types of,bras,hats,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 Australia and South africa are two types of,Australia,South africa,country,"['countries', 'country']","[2678, 1499]", pumps and flip flops are two types of,pumps,flip flops,footwear,['footwear'],[43463]
 Iraq and America are two types of,Iraq,America,country,"['countries', 'country']","[2678, 1499]", yards and miles are two types of,yards,miles,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 Iraq and Canada are two types of,Iraq,Canada,country,"['countries', 'country']","[2678, 1499]", senators and representatives are two types of,senators,representatives,politician,"['elected', 'politicians']","[7018, 7602]"
 Iraq and France are two types of,Iraq,France,country,"['countries', 'country']","[2678, 1499]", dollars and cents are two types of,dollars,cents,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 Iraq and Mexico are two types of,Iraq,Mexico,country,"['countries', 'country']","[2678, 1499]", screws and nails are two types of,screws,nails,tool,['tools'],[4899]
 Iraq and England are two types of,Iraq,England,country,"['countries', 'country']","[2678, 1499]", golf and volleyball are two types of,golf,volleyball,sport,['sports'],[5701]
 Iraq and Germany are two types of,Iraq,Germany,country,"['countries', 'country']","[2678, 1499]", hail and hurricanes are two types of,hail,hurricanes,weather,"['weather', 'natural']","[6193, 3288]"
 Iraq and Spain are two types of,Iraq,Spain,country,"['countries', 'country']","[2678, 1499]", trailers and houses are two types of,trailers,houses,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 Iraq and Italy are two types of,Iraq,Italy,country,"['countries', 'country']","[2678, 1499]", sneakers and pumps are two types of,sneakers,pumps,footwear,['footwear'],[43463]
 Iraq and China are two types of,Iraq,China,country,"['countries', 'country']","[2678, 1499]", guitars and organs are two types of,guitars,organs,instrument,"['musical', 'instruments']","[10530, 12834]"
 Iraq and Japan are two types of,Iraq,Japan,country,"['countries', 'country']","[2678, 1499]", belts and socks are two types of,belts,socks,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 Iraq and Russia are two types of,Iraq,Russia,country,"['countries', 'country']","[2678, 1499]", inches and meters are two types of,inches,meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 Iraq and Brazil are two types of,Iraq,Brazil,country,"['countries', 'country']","[2678, 1499]", majors and commanders are two types of,majors,commanders,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Iraq and Ireland are two types of,Iraq,Ireland,country,"['countries', 'country']","[2678, 1499]", planes and cars are two types of,planes,cars,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 Iraq and Australia are two types of,Iraq,Australia,country,"['countries', 'country']","[2678, 1499]", fathers and sons are two types of,fathers,sons,relative,"['relatives', 'family']","[12772, 1641]"
 Iraq and Afghanistan are two types of,Iraq,Afghanistan,country,"['countries', 'country']","[2678, 1499]", soccer and swimming are two types of,soccer,swimming,sport,['sports'],[5701]
 Iraq and Argentina are two types of,Iraq,Argentina,country,"['countries', 'country']","[2678, 1499]", running and soccer are two types of,running,soccer,sport,['sports'],[5701]
 Iraq and India are two types of,Iraq,India,country,"['countries', 'country']","[2678, 1499]", cabinets and desks are two types of,cabinets,desks,furniture,['furniture'],[13091]
 Iraq and Switzerland are two types of,Iraq,Switzerland,country,"['countries', 'country']","[2678, 1499]", elephants and dogs are two types of,elephants,dogs,animal,['animals'],[4695]
 Iraq and Sweden are two types of,Iraq,Sweden,country,"['countries', 'country']","[2678, 1499]", spears and clubs are two types of,spears,clubs,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 Iraq and Africa are two types of,Iraq,Africa,country,"['countries', 'country']","[2678, 1499]", oranges and bananas are two types of,oranges,bananas,fruit,"['fruits', 'fruit']","[15921, 8234]"
 Iraq and Chile are two types of,Iraq,Chile,country,"['countries', 'country']","[2678, 1499]", trains and bicycles are two types of,trains,bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 Iraq and Britain are two types of,Iraq,Britain,country,"['countries', 'country']","[2678, 1499]", fathers and mothers are two types of,fathers,mothers,relative,"['relatives', 'family']","[12772, 1641]"
 Iraq and Iran are two types of,Iraq,Iran,country,"['countries', 'country']","[2678, 1499]", cousins and sisters are two types of,cousins,sisters,relative,"['relatives', 'family']","[12772, 1641]"
 Iraq and Portugal are two types of,Iraq,Portugal,country,"['countries', 'country']","[2678, 1499]", governors and senators are two types of,governors,senators,politician,"['elected', 'politicians']","[7018, 7602]"
 Iraq and Europe are two types of,Iraq,Europe,country,"['countries', 'country']","[2678, 1499]", folk and techno are two types of,folk,techno,music,['music'],[2647]
 Iraq and Greece are two types of,Iraq,Greece,country,"['countries', 'country']","[2678, 1499]", lions and pigs are two types of,lions,pigs,animal,['animals'],[4695]
 Iraq and Scotland are two types of,Iraq,Scotland,country,"['countries', 'country']","[2678, 1499]", lettuce and onions are two types of,lettuce,onions,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 Iraq and Egypt are two types of,Iraq,Egypt,country,"['countries', 'country']","[2678, 1499]", boots and heels are two types of,boots,heels,footwear,['footwear'],[43463]
 Iraq and Israel are two types of,Iraq,Israel,country,"['countries', 'country']","[2678, 1499]", flies and ants are two types of,flies,ants,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 Iraq and Peru are two types of,Iraq,Peru,country,"['countries', 'country']","[2678, 1499]", golf and rugby are two types of,golf,rugby,sport,['sports'],[5701]
 Iraq and South africa are two types of,Iraq,South africa,country,"['countries', 'country']","[2678, 1499]", meters and micrometers are two types of,meters,micrometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 Afghanistan and America are two types of,Afghanistan,America,country,"['countries', 'country']","[2678, 1499]", meters and inches are two types of,meters,inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 Afghanistan and Canada are two types of,Afghanistan,Canada,country,"['countries', 'country']","[2678, 1499]", days and weeks are two types of,days,weeks,time,"['time', 'units']","[640, 4991]"
 Afghanistan and France are two types of,Afghanistan,France,country,"['countries', 'country']","[2678, 1499]", mosquitoes and butterflies are two types of,mosquitoes,butterflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 Afghanistan and Mexico are two types of,Afghanistan,Mexico,country,"['countries', 'country']","[2678, 1499]", swimming and football are two types of,swimming,football,sport,['sports'],[5701]
 Afghanistan and England are two types of,Afghanistan,England,country,"['countries', 'country']","[2678, 1499]", hurricanes and earthquakes are two types of,hurricanes,earthquakes,weather,"['weather', 'natural']","[6193, 3288]"
 Afghanistan and Germany are two types of,Afghanistan,Germany,country,"['countries', 'country']","[2678, 1499]", metal and dance are two types of,metal,dance,music,['music'],[2647]
 Afghanistan and Spain are two types of,Afghanistan,Spain,country,"['countries', 'country']","[2678, 1499]", houses and hotels are two types of,houses,hotels,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 Afghanistan and Italy are two types of,Afghanistan,Italy,country,"['countries', 'country']","[2678, 1499]", kidnapping and assault are two types of,kidnapping,assault,crime,"['crimes', 'crime']","[6741, 4065]"
 Afghanistan and China are two types of,Afghanistan,China,country,"['countries', 'country']","[2678, 1499]", centuries and weeks are two types of,centuries,weeks,time,"['time', 'units']","[640, 4991]"
 Afghanistan and Japan are two types of,Afghanistan,Japan,country,"['countries', 'country']","[2678, 1499]", hours and minutes are two types of,hours,minutes,time,"['time', 'units']","[640, 4991]"
 Afghanistan and Russia are two types of,Afghanistan,Russia,country,"['countries', 'country']","[2678, 1499]", chickens and ducks are two types of,chickens,ducks,bird,"['birds', 'bird']","[10087, 6512]"
 Afghanistan and Brazil are two types of,Afghanistan,Brazil,country,"['countries', 'country']","[2678, 1499]", caves and houses are two types of,caves,houses,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 Afghanistan and Ireland are two types of,Afghanistan,Ireland,country,"['countries', 'country']","[2678, 1499]", minutes and decades are two types of,minutes,decades,time,"['time', 'units']","[640, 4991]"
 Afghanistan and Australia are two types of,Afghanistan,Australia,country,"['countries', 'country']","[2678, 1499]", scientists and bankers are two types of,scientists,bankers,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 Afghanistan and Iraq are two types of,Afghanistan,Iraq,country,"['countries', 'country']","[2678, 1499]", horns and keyboards are two types of,horns,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]"
 Afghanistan and Argentina are two types of,Afghanistan,Argentina,country,"['countries', 'country']","[2678, 1499]", bowling and skiing are two types of,bowling,skiing,sport,['sports'],[5701]
 Afghanistan and India are two types of,Afghanistan,India,country,"['countries', 'country']","[2678, 1499]", bass and carp are two types of,bass,carp,fish,"['fish', 'fishes']","[5916, 49765]"
 Afghanistan and Switzerland are two types of,Afghanistan,Switzerland,country,"['countries', 'country']","[2678, 1499]", weeks and milliseconds are two types of,weeks,milliseconds,time,"['time', 'units']","[640, 4991]"
 Afghanistan and Sweden are two types of,Afghanistan,Sweden,country,"['countries', 'country']","[2678, 1499]", chickens and ducks are two types of,chickens,ducks,bird,"['birds', 'bird']","[10087, 6512]"
 Afghanistan and Africa are two types of,Afghanistan,Africa,country,"['countries', 'country']","[2678, 1499]", horns and keyboards are two types of,horns,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]"
 Afghanistan and Chile are two types of,Afghanistan,Chile,country,"['countries', 'country']","[2678, 1499]", tents and houses are two types of,tents,houses,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 Afghanistan and Britain are two types of,Afghanistan,Britain,country,"['countries', 'country']","[2678, 1499]", mosquitoes and butterflies are two types of,mosquitoes,butterflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 Afghanistan and Iran are two types of,Afghanistan,Iran,country,"['countries', 'country']","[2678, 1499]", governors and senators are two types of,governors,senators,politician,"['elected', 'politicians']","[7018, 7602]"
 Afghanistan and Portugal are two types of,Afghanistan,Portugal,country,"['countries', 'country']","[2678, 1499]", alternative and dance are two types of,alternative,dance,music,['music'],[2647]
