clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 wolves and giraffes are two types of,wolves,giraffes,animal,['animals'],[5074], thunder and monsoons are two types of,thunder,monsoons,weather,"['weather', 'natural']","[8588, 3626]"
 wolves and squirrels are two types of,wolves,squirrels,animal,['animals'],[5074], robbery and drunk driving are two types of,robbery,drunk driving,crime,"['crimes', 'crime']","[12137, 6617]"
 wolves and rabbits are two types of,wolves,rabbits,animal,['animals'],[5074], boots and pumps are two types of,boots,pumps,footwear,['footwear'],[3174]
 wolves and goats are two types of,wolves,goats,animal,['animals'],[5074], scientists and professors are two types of,scientists,professors,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 wolves and zebras are two types of,wolves,zebras,animal,['animals'],[5074], roses and irides are two types of,roses,irides,flower,"['flowers', 'flowering']","[12405, 37958]"
 wolves and mooses are two types of,wolves,mooses,animal,['animals'],[5074], mothers and grandmothers are two types of,mothers,grandmothers,relative,"['relatives', 'family']","[17772, 2021]"
 wolves and sheep are two types of,wolves,sheep,animal,['animals'],[5074], apartments and trailers are two types of,apartments,trailers,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 wolves and cheetahs are two types of,wolves,cheetahs,animal,['animals'],[5074], chickens and woodpeckers are two types of,chickens,woodpeckers,bird,"['birds', 'bird']","[11260, 12621]"
 wolves and raccoons are two types of,wolves,raccoons,animal,['animals'],[5074], cars and mopeds are two types of,cars,mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 wolves and foxes are two types of,wolves,foxes,animal,['animals'],[5074], rain and hurricanes are two types of,rain,hurricanes,weather,"['weather', 'natural']","[8588, 3626]"
 wolves and hamsters are two types of,wolves,hamsters,animal,['animals'],[5074], organs and tubas are two types of,organs,tubas,instrument,"['musical', 'instruments']","[12256, 13225]"
 wolves and donkeys are two types of,wolves,donkeys,animal,['animals'],[5074], keyboards and basses are two types of,keyboards,basses,instrument,"['musical', 'instruments']","[12256, 13225]"
 wolves and elk are two types of,wolves,elk,animal,['animals'],[5074], governors and treasurers are two types of,governors,treasurers,politician,"['elected', 'politicians']","[10544, 13557]"
 wolves and lizards are two types of,wolves,lizards,animal,['animals'],[5074], organs and harmonicas are two types of,organs,harmonicas,instrument,"['musical', 'instruments']","[12256, 13225]"
 wolves and turtles are two types of,wolves,turtles,animal,['animals'],[5074], bees and ladybugs are two types of,bees,ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 foxes and dogs are two types of,foxes,dogs,animal,['animals'],[5074], motorcycles and cars are two types of,motorcycles,cars,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 foxes and cats are two types of,foxes,cats,animal,['animals'],[5074], firs and palms are two types of,firs,palms,tree,['trees'],[7139]
 foxes and horses are two types of,foxes,horses,animal,['animals'],[5074], hiking shoes and pumps are two types of,hiking shoes,pumps,footwear,['footwear'],[3174]
 foxes and lions are two types of,foxes,lions,animal,['animals'],[5074], pansies and roses are two types of,pansies,roses,flower,"['flowers', 'flowering']","[12405, 37958]"
 foxes and bears are two types of,foxes,bears,animal,['animals'],[5074], blackbirds and ducks are two types of,blackbirds,ducks,bird,"['birds', 'bird']","[11260, 12621]"
 foxes and tigers are two types of,foxes,tigers,animal,['animals'],[5074], paddleboats and dinghies are two types of,paddleboats,dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
 foxes and kine are two types of,foxes,kine,animal,['animals'],[5074], jades and quartzs are two types of,jades,quartzs,gem,"['gem', 'gems']","[16915, 42776]"
 foxes and elephants are two types of,foxes,elephants,animal,['animals'],[5074], lilies and roses are two types of,lilies,roses,flower,"['flowers', 'flowering']","[12405, 37958]"
 foxes and deer are two types of,foxes,deer,animal,['animals'],[5074], butterflies and spiders are two types of,butterflies,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 foxes and mice are two types of,foxes,mice,animal,['animals'],[5074], cleats and pumps are two types of,cleats,pumps,footwear,['footwear'],[3174]
 foxes and pigs are two types of,foxes,pigs,animal,['animals'],[5074], fleas and mosquitoes are two types of,fleas,mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 foxes and rats are two types of,foxes,rats,animal,['animals'],[5074], accountants and firefighters are two types of,accountants,firefighters,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 foxes and giraffes are two types of,foxes,giraffes,animal,['animals'],[5074], second cousins and grandmoms are two types of,second cousins,grandmoms,relative,"['relatives', 'family']","[17772, 2021]"
 foxes and squirrels are two types of,foxes,squirrels,animal,['animals'],[5074], ravens and finches are two types of,ravens,finches,bird,"['birds', 'bird']","[11260, 12621]"
 foxes and rabbits are two types of,foxes,rabbits,animal,['animals'],[5074], light years and miles are two types of,light years,miles,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 foxes and goats are two types of,foxes,goats,animal,['animals'],[5074], privates and generals are two types of,privates,generals,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 foxes and zebras are two types of,foxes,zebras,animal,['animals'],[5074], tornados and tidal waves are two types of,tornados,tidal waves,weather,"['weather', 'natural']","[8588, 3626]"
 foxes and mooses are two types of,foxes,mooses,animal,['animals'],[5074], dimes and half dollars are two types of,dimes,half dollars,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 foxes and sheep are two types of,foxes,sheep,animal,['animals'],[5074], herring and salmon are two types of,herring,salmon,fish,"['fish', 'fishes']","[6773, 49720]"
 foxes and cheetahs are two types of,foxes,cheetahs,animal,['animals'],[5074], mayors and secretaries of state are two types of,mayors,secretaries of state,politician,"['elected', 'politicians']","[10544, 13557]"
 foxes and raccoons are two types of,foxes,raccoons,animal,['animals'],[5074], coffee tables and foot stools are two types of,coffee tables,foot stools,furniture,['furniture'],[17076]
 foxes and wolves are two types of,foxes,wolves,animal,['animals'],[5074], corporals and commanders are two types of,corporals,commanders,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 foxes and hamsters are two types of,foxes,hamsters,animal,['animals'],[5074], scarves and jeanss are two types of,scarves,jeanss,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 foxes and donkeys are two types of,foxes,donkeys,animal,['animals'],[5074], aunts and grandmothers are two types of,aunts,grandmothers,relative,"['relatives', 'family']","[17772, 2021]"
 foxes and elk are two types of,foxes,elk,animal,['animals'],[5074], blice and jackets are two types of,blice,jackets,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 foxes and lizards are two types of,foxes,lizards,animal,['animals'],[5074], field hockey and polo are two types of,field hockey,polo,sport,['sports'],[9001]
 foxes and turtles are two types of,foxes,turtles,animal,['animals'],[5074], typhoons and tornados are two types of,typhoons,tornados,weather,"['weather', 'natural']","[8588, 3626]"
 hamsters and dogs are two types of,hamsters,dogs,animal,['animals'],[5074], jeanss and shirts are two types of,jeanss,shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 hamsters and cats are two types of,hamsters,cats,animal,['animals'],[5074], rubies and diamonds are two types of,rubies,diamonds,gem,"['gem', 'gems']","[16915, 42776]"
 hamsters and horses are two types of,hamsters,horses,animal,['animals'],[5074], millenniums and days are two types of,millenniums,days,time,"['time', 'units']","[673, 5085]"
 hamsters and lions are two types of,hamsters,lions,animal,['animals'],[5074], handguns and rifles are two types of,handguns,rifles,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 hamsters and bears are two types of,hamsters,bears,animal,['animals'],[5074], pears and grapes are two types of,pears,grapes,fruit,"['fruits', 'fruit']","[18098, 9279]"
 hamsters and tigers are two types of,hamsters,tigers,animal,['animals'],[5074], secretaries and carpenters are two types of,secretaries,carpenters,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 hamsters and kine are two types of,hamsters,kine,animal,['animals'],[5074], oboes and pianoes are two types of,oboes,pianoes,instrument,"['musical', 'instruments']","[12256, 13225]"
 hamsters and elephants are two types of,hamsters,elephants,animal,['animals'],[5074], arson and robbery are two types of,arson,robbery,crime,"['crimes', 'crime']","[12137, 6617]"
 hamsters and deer are two types of,hamsters,deer,animal,['animals'],[5074], hiking shoes and boots are two types of,hiking shoes,boots,footwear,['footwear'],[3174]
 hamsters and mice are two types of,hamsters,mice,animal,['animals'],[5074], futons and lamps are two types of,futons,lamps,furniture,['furniture'],[17076]
 hamsters and pigs are two types of,hamsters,pigs,animal,['animals'],[5074], hammers and rulers are two types of,hammers,rulers,tool,['tools'],[5657]
 hamsters and rats are two types of,hamsters,rats,animal,['animals'],[5074], drunk driving and rape are two types of,drunk driving,rape,crime,"['crimes', 'crime']","[12137, 6617]"
 hamsters and giraffes are two types of,hamsters,giraffes,animal,['animals'],[5074], physical therapists and carpenters are two types of,physical therapists,carpenters,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 hamsters and squirrels are two types of,hamsters,squirrels,animal,['animals'],[5074], mansions and townhouses are two types of,mansions,townhouses,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 hamsters and rabbits are two types of,hamsters,rabbits,animal,['animals'],[5074], heavy metal and dance are two types of,heavy metal,dance,music,['music'],[3440]
 hamsters and goats are two types of,hamsters,goats,animal,['animals'],[5074], sweatshirts and shoes are two types of,sweatshirts,shoes,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 hamsters and zebras are two types of,hamsters,zebras,animal,['animals'],[5074], clogs and sandals are two types of,clogs,sandals,footwear,['footwear'],[3174]
 hamsters and mooses are two types of,hamsters,mooses,animal,['animals'],[5074], SUVs and subways are two types of,SUVs,subways,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 hamsters and sheep are two types of,hamsters,sheep,animal,['animals'],[5074], eagles and ducks are two types of,eagles,ducks,bird,"['birds', 'bird']","[11260, 12621]"
 hamsters and cheetahs are two types of,hamsters,cheetahs,animal,['animals'],[5074], spears and bazookas are two types of,spears,bazookas,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 hamsters and raccoons are two types of,hamsters,raccoons,animal,['animals'],[5074], dressers and armoires are two types of,dressers,armoires,furniture,['furniture'],[17076]
 hamsters and wolves are two types of,hamsters,wolves,animal,['animals'],[5074], millenniums and minutes are two types of,millenniums,minutes,time,"['time', 'units']","[673, 5085]"
 hamsters and foxes are two types of,hamsters,foxes,animal,['animals'],[5074], nanometers and feets are two types of,nanometers,feets,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 hamsters and donkeys are two types of,hamsters,donkeys,animal,['animals'],[5074], bicycles and cabs are two types of,bicycles,cabs,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 hamsters and elk are two types of,hamsters,elk,animal,['animals'],[5074], end tables and recliners are two types of,end tables,recliners,furniture,['furniture'],[17076]
 hamsters and lizards are two types of,hamsters,lizards,animal,['animals'],[5074], oaks and willows are two types of,oaks,willows,tree,['trees'],[7139]
 hamsters and turtles are two types of,hamsters,turtles,animal,['animals'],[5074], spears and grenades are two types of,spears,grenades,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 donkeys and dogs are two types of,donkeys,dogs,animal,['animals'],[5074], nanometers and kilometers are two types of,nanometers,kilometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 donkeys and cats are two types of,donkeys,cats,animal,['animals'],[5074], francs and cents are two types of,francs,cents,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 donkeys and horses are two types of,donkeys,horses,animal,['animals'],[5074], accountants and lawyers are two types of,accountants,lawyers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
